LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,j,dag,nshd_c,tpr_c,size
0.1,1.0,0.001,0.1,48,21,7.9333,0.1375,269
0.1,1.0,0.001,0.1,48,22,7.6333,0.1193,243
0.1,1.0,0.001,0.1,48,23,7.9667,0.1073,261
0.1,0.1,1.0,0.01,39,0,8.1333,0.1328,256
0.1,0.1,1.0,0.01,39,1,8.4,0.1098,264
0.1,0.1,1.0,0.01,39,2,9.0667,0.0839,274
0.1,0.1,1.0,0.01,39,3,8.9,0.0781,256
0.1,0.1,1.0,0.01,39,4,8.3667,0.0484,248
0.1,0.1,1.0,0.01,39,5,9.3667,0.0618,275
0.1,0.1,1.0,0.01,39,6,9.2667,0.0634,268
0.1,0.1,1.0,0.01,39,7,8.9,0.072,264
0.1,0.1,1.0,0.01,39,8,8.8,0.0802,262
0.1,0.1,1.0,0.01,39,9,8.6333,0.0891,258
0.1,0.1,1.0,0.01,39,10,8.9,0.0684,263
0.1,0.1,1.0,0.01,39,11,8.7667,0.0888,259
0.1,0.1,1.0,0.01,39,12,8.8333,0.0575,261
0.1,0.1,1.0,0.01,39,13,8.8333,0.0506,257
0.1,0.1,1.0,0.01,39,14,8.7667,0.0795,264
0.1,0.1,1.0,0.01,39,15,8.6667,0.0462,260
0.1,0.1,1.0,0.01,39,16,8.3,0.0859,256
0.1,0.1,1.0,0.01,39,17,8.1,0.0803,249
0.1,0.1,1.0,0.01,39,18,8.7333,0.0778,257
0.1,0.1,1.0,0.01,39,19,8.3667,0.0843,249
0.1,0.1,1.0,0.01,39,20,8.8667,0.0613,261
0.1,0.1,1.0,0.01,39,21,8.6333,0.0593,253
0.1,0.1,1.0,0.01,39,22,8.5333,0.0938,256
0.1,0.1,1.0,0.01,39,23,8.3333,0.0787,254
10.0,0.1,1.0,0.001,198,0,8.6333,0.0916,262
10.0,0.1,1.0,0.001,198,1,8.6,0.0981,265
10.0,0.1,1.0,0.001,198,2,7.8667,0.1225,253
10.0,0.1,1.0,0.001,198,3,8.4333,0.1077,260
10.0,0.1,1.0,0.001,198,4,8.1,0.0776,245
10.0,0.1,1.0,0.001,198,5,8.5667,0.1037,270
10.0,0.1,1.0,0.001,198,6,8.4667,0.1098,264
10.0,0.1,1.0,0.001,198,7,7.7333,0.1189,244
10.0,0.1,1.0,0.001,198,8,8.1,0.1107,253
10.0,0.1,1.0,0.001,198,9,8.3333,0.1154,260
10.0,0.1,1.0,0.001,198,10,8.4,0.0781,256
10.0,0.1,1.0,0.001,198,11,8.5667,0.1164,275
10.0,0.1,1.0,0.001,198,12,8.6333,0.0933,268
10.0,0.1,1.0,0.001,198,13,8.6333,0.0868,265
10.0,0.1,1.0,0.001,198,14,9.5333,0.0782,294
10.0,0.1,1.0,0.001,198,15,8.7,0.0899,278
10.0,0.1,1.0,0.001,198,16,8.1667,0.109,266
10.0,0.1,1.0,0.001,198,17,8.4,0.094,266
10.0,0.1,1.0,0.001,198,18,8.5667,0.0802,262
10.0,0.1,1.0,0.001,198,19,8.9333,0.0899,278
10.0,0.1,1.0,0.001,198,20,7.5,0.1039,231
10.0,0.1,1.0,0.001,198,21,8.5333,0.0837,263
10.0,0.1,1.0,0.001,198,22,8.1333,0.0873,252
10.0,0.1,1.0,0.001,198,23,9.1667,0.0647,278
0.1,10.0,0.1,0.01,75,0,8.8,0.1564,307
0.1,10.0,0.1,0.01,75,1,9.1,0.1677,322
0.1,10.0,0.1,0.01,75,2,8.0667,0.1761,284
0.1,10.0,0.1,0.01,75,3,9.7333,0.1307,329
0.1,10.0,0.1,0.01,75,4,8.6667,0.0925,281
0.1,10.0,0.1,0.01,75,5,8.4,0.1414,290
0.1,10.0,0.1,0.01,75,6,9.5333,0.1459,329
0.1,10.0,0.1,0.01,75,7,8.9333,0.1498,307
0.1,10.0,0.1,0.01,75,8,8.7,0.1574,305
0.1,10.0,0.1,0.01,75,9,9.5,0.1304,322
0.1,10.0,0.1,0.01,75,10,8.5333,0.1211,289
0.1,10.0,0.1,0.01,75,11,8.9,0.1586,309
0.1,10.0,0.1,0.01,75,12,8.2667,0.1277,282
0.1,10.0,0.1,0.01,75,13,8.7,0.1414,304
0.1,10.0,0.1,0.01,75,14,8.6,0.1429,294
0.1,10.0,0.1,0.01,75,15,8.2,0.1123,276
0.1,10.0,0.1,0.01,75,16,8.2,0.125,280
0.1,10.0,0.1,0.01,75,17,8.0667,0.1282,273
0.1,10.0,0.1,0.01,75,18,8.5667,0.1331,293
0.1,10.0,0.1,0.01,75,19,8.8333,0.1414,304
0.1,10.0,0.1,0.01,75,20,9.2667,0.1397,315
0.1,10.0,0.1,0.01,75,21,8.4667,0.151,298
0.1,10.0,0.1,0.01,75,22,9.2667,0.1282,312
0.1,10.0,0.1,0.01,75,23,7.8,0.1439,271
100.0,0.01,0.1,0.001,254,0,8.4333,0.1213,272
100.0,0.01,0.1,0.001,254,1,8.3667,0.1141,263
100.0,0.01,0.1,0.001,254,2,8.7,0.1183,279
100.0,0.01,0.1,0.001,254,3,9.1667,0.1233,300
100.0,0.01,0.1,0.001,254,4,7.7667,0.0558,233
100.0,0.01,0.1,0.001,254,5,8.1,0.0989,263
100.0,0.01,0.1,0.001,254,6,8.4667,0.0958,261
100.0,0.01,0.1,0.001,254,7,8.7,0.1119,277
100.0,0.01,0.1,0.001,254,8,8.3333,0.1444,277
100.0,0.01,0.1,0.001,254,9,8.9667,0.0662,272
100.0,0.01,0.1,0.001,254,10,7.9,0.1034,261
100.0,0.01,0.1,0.001,254,11,9.0,0.106,283
100.0,0.01,0.1,0.001,254,12,8.3667,0.1055,275
100.0,0.01,0.1,0.001,254,13,8.6,0.0682,264
100.0,0.01,0.1,0.001,254,14,8.5333,0.0827,266
100.0,0.01,0.1,0.001,254,15,7.5667,0.1089,248
100.0,0.01,0.1,0.001,254,16,7.6333,0.112,250
100.0,0.01,0.1,0.001,254,17,7.5667,0.0984,244
100.0,0.01,0.1,0.001,254,18,8.5,0.0795,264
100.0,0.01,0.1,0.001,254,19,8.4,0.0814,258
100.0,0.01,0.1,0.001,254,20,9.0,0.1056,284
100.0,0.01,0.1,0.001,254,21,8.2667,0.1336,277
100.0,0.01,0.1,0.001,254,22,8.3333,0.0648,247
100.0,0.01,0.1,0.001,254,23,7.1,0.1358,243
1.0,0.1,0.01,0.01,111,0,7.3667,0.1856,264
1.0,0.1,0.01,0.01,111,1,8.3333,0.1464,280
1.0,0.1,0.01,0.01,111,2,7.3667,0.1679,262
1.0,0.1,0.01,0.01,111,3,8.3333,0.1304,276
1.0,0.1,0.01,0.01,111,4,7.3,0.1365,249
1.0,0.1,0.01,0.01,111,5,7.7667,0.1028,253
1.0,0.1,0.01,0.01,111,6,7.7667,0.1364,264
1.0,0.1,0.01,0.01,111,7,7.8667,0.1192,260
1.0,0.1,0.01,0.01,111,8,7.2,0.1772,254
1.0,0.1,0.01,0.01,111,9,7.8,0.1176,255
1.0,0.1,0.01,0.01,111,10,7.1333,0.1297,239
1.0,0.1,0.01,0.01,111,11,7.9667,0.1498,267
1.0,0.1,0.01,0.01,111,12,8.4,0.1166,283
1.0,0.1,0.01,0.01,111,13,8.4667,0.0916,273
1.0,0.1,0.01,0.01,111,14,8.1667,0.1204,274
1.0,0.1,0.01,0.01,111,15,7.7,0.1128,257
1.0,0.1,0.01,0.01,111,16,7.6,0.1206,257
1.0,0.1,0.01,0.01,111,17,7.7,0.1107,253
1.0,0.1,0.01,0.01,111,18,7.8333,0.0837,251
1.0,0.1,0.01,0.01,111,19,7.7667,0.1391,266
1.0,0.1,0.01,0.01,111,20,8.1,0.1273,267
1.0,0.1,0.01,0.01,111,21,8.2333,0.1078,269
1.0,0.1,0.01,0.01,111,22,7.5667,0.1394,251
1.0,0.1,0.01,0.01,111,23,7.4,0.1138,246
100.0,1.0,0.1,0.1,296,0,7.9,0.1862,290
100.0,1.0,0.1,0.1,296,1,7.7667,0.1966,290
100.0,1.0,0.1,0.1,296,2,6.6333,0.1901,242
100.0,1.0,0.1,0.1,296,3,9.8,0.1212,330
100.0,1.0,0.1,0.1,296,4,6.7,0.1136,220
100.0,1.0,0.1,0.1,296,5,7.1,0.1776,259
100.0,1.0,0.1,0.1,296,6,6.9333,0.184,250
100.0,1.0,0.1,0.1,296,7,7.2667,0.1705,258
100.0,1.0,0.1,0.1,296,8,6.9667,0.185,254
100.0,1.0,0.1,0.1,296,9,8.9667,0.1287,303
100.0,1.0,0.1,0.1,296,10,6.5,0.1233,219
100.0,1.0,0.1,0.1,296,11,8.7,0.1623,308
100.0,1.0,0.1,0.1,296,12,6.1,0.1689,219
100.0,1.0,0.1,0.1,296,13,7.9667,0.1525,282
100.0,1.0,0.1,0.1,296,14,6.8667,0.18,250
100.0,1.0,0.1,0.1,296,15,5.2333,0.1613,186
100.0,1.0,0.1,0.1,296,16,5.4667,0.1458,192
100.0,1.0,0.1,0.1,296,17,6.1667,0.1636,220
100.0,1.0,0.1,0.1,296,18,5.9,0.1561,205
100.0,1.0,0.1,0.1,296,19,5.9667,0.1822,214
100.0,1.0,0.1,0.1,296,20,7.7333,0.153,268
100.0,1.0,0.1,0.1,296,21,7.1,0.1758,256
100.0,1.0,0.1,0.1,296,22,7.5333,0.1547,265
100.0,1.0,0.1,0.1,296,23,5.5333,0.2029,207
1.0,0.01,0.001,0.1,88,0,8.9,0.1237,283
1.0,0.01,0.001,0.1,88,1,8.9333,0.1185,287
1.0,0.01,0.001,0.1,88,2,7.7333,0.1225,253
1.0,0.01,0.001,0.1,88,3,8.7,0.1329,286
1.0,0.01,0.001,0.1,88,4,8.0333,0.0916,251
1.0,0.01,0.001,0.1,88,5,8.1667,0.15,280
1.0,0.01,0.001,0.1,88,6,8.4,0.0958,261
1.0,0.01,0.001,0.1,88,7,7.9333,0.1116,251
1.0,0.01,0.001,0.1,88,8,8.7,0.0861,267
1.0,0.01,0.001,0.1,88,9,8.4667,0.1264,277
1.0,0.01,0.001,0.1,88,10,8.3333,0.0916,262
1.0,0.01,0.001,0.1,88,11,8.4333,0.1306,268
1.0,0.01,0.001,0.1,88,12,7.7667,0.104,250
1.0,0.01,0.001,0.1,88,13,8.9,0.0954,283
1.0,0.01,0.001,0.1,88,14,8.7,0.1025,283
1.0,0.01,0.001,0.1,88,15,7.8333,0.0876,251
1.0,0.01,0.001,0.1,88,16,7.7333,0.1071,252
1.0,0.01,0.001,0.1,88,17,8.2333,0.0878,262
1.0,0.01,0.001,0.1,88,18,7.8667,0.1102,254
1.0,0.01,0.001,0.1,88,19,8.6667,0.0849,271
1.0,0.01,0.001,0.1,88,20,8.3667,0.1132,265
1.0,0.01,0.001,0.1,88,21,8.5333,0.0902,266
1.0,0.01,0.001,0.1,88,22,8.9667,0.108,287
1.0,0.01,0.001,0.1,88,23,7.9,0.098,255
100.0,0.01,1.0,0.001,258,0,9.1667,0.049,245
100.0,0.01,1.0,0.001,258,1,8.8333,0.0754,252
100.0,0.01,1.0,0.001,258,2,8.9333,0.0736,258
100.0,0.01,1.0,0.001,258,3,8.8667,0.0445,247
100.0,0.01,1.0,0.001,258,4,7.7333,0.032,219
100.0,0.01,1.0,0.001,258,5,9.0333,0.0611,262
100.0,0.01,1.0,0.001,258,6,9.1333,0.0425,259
100.0,0.01,1.0,0.001,258,7,8.3667,0.0763,249
100.0,0.01,1.0,0.001,258,8,8.7333,0.0745,255
100.0,0.01,1.0,0.001,258,9,8.6333,0.0781,256
100.0,0.01,1.0,0.001,258,10,8.0667,0.0513,234
100.0,0.01,1.0,0.001,258,11,8.9,0.07,257
100.0,0.01,1.0,0.001,258,12,8.4,0.0778,257
100.0,0.01,1.0,0.001,258,13,9.0667,0.0595,269
100.0,0.01,1.0,0.001,258,14,8.8667,0.0508,256
100.0,0.01,1.0,0.001,258,15,9.0333,0.0305,262
100.0,0.01,1.0,0.001,258,16,8.7667,0.0398,251
100.0,0.01,1.0,0.001,258,17,9.2667,0.0337,267
100.0,0.01,1.0,0.001,258,18,9.2,0.0231,260
100.0,0.01,1.0,0.001,258,19,9.0667,0.0738,271
100.0,0.01,1.0,0.001,258,20,8.6333,0.0447,246
100.0,0.01,1.0,0.001,258,21,8.2333,0.0843,249
100.0,0.01,1.0,0.001,258,22,8.4667,0.0726,248
100.0,0.01,1.0,0.001,258,23,8.5667,0.0632,253
1.0,1.0,0.001,0.0001,125,0,9.6,0.1441,333
1.0,1.0,0.001,0.0001,125,1,9.1333,0.1752,331
1.0,1.0,0.001,0.0001,125,2,8.9667,0.1728,324
1.0,1.0,0.001,0.0001,125,3,9.9333,0.1224,335
1.0,1.0,0.001,0.0001,125,4,8.2333,0.1026,273
1.0,1.0,0.001,0.0001,125,5,8.9667,0.1359,309
1.0,1.0,0.001,0.0001,125,6,9.9667,0.1457,350
1.0,1.0,0.001,0.0001,125,7,9.3333,0.1571,331
1.0,1.0,0.001,0.0001,125,8,9.2667,0.155,329
1.0,1.0,0.001,0.0001,125,9,10.2,0.1239,347
1.0,1.0,0.001,0.0001,125,10,8.2667,0.1429,287
1.0,1.0,0.001,0.0001,125,11,8.9667,0.163,319
1.0,1.0,0.001,0.0001,125,12,8.2,0.1413,283
1.0,1.0,0.001,0.0001,125,13,8.1333,0.1489,282
1.0,1.0,0.001,0.0001,125,14,9.3,0.1446,325
1.0,1.0,0.001,0.0001,125,15,8.0333,0.1331,278
1.0,1.0,0.001,0.0001,125,16,8.9,0.125,304
1.0,1.0,0.001,0.0001,125,17,8.7,0.1304,299
1.0,1.0,0.001,0.0001,125,18,8.9667,0.1299,308
1.0,1.0,0.001,0.0001,125,19,9.8333,0.1254,335
1.0,1.0,0.001,0.0001,125,20,9.8,0.1369,336
1.0,1.0,0.001,0.0001,125,21,8.9667,0.141,312
1.0,1.0,0.001,0.0001,125,22,9.3,0.1464,321
1.0,1.0,0.001,0.0001,125,23,8.1667,0.1439,285
1.0,1.0,0.0,0.001,122,0,8.8,0.1688,314
1.0,1.0,0.0,0.001,122,1,9.1,0.1662,325
1.0,1.0,0.0,0.001,122,2,7.6667,0.1958,286
1.0,1.0,0.0,0.001,122,3,10.1667,0.136,353
1.0,1.0,0.0,0.001,122,4,7.5,0.1142,254
1.0,1.0,0.0,0.001,122,5,8.5667,0.149,302
1.0,1.0,0.0,0.001,122,6,8.8333,0.1538,312
1.0,1.0,0.0,0.001,122,7,9.2333,0.159,327
1.0,1.0,0.0,0.001,122,8,9.0,0.1541,318
1.0,1.0,0.0,0.001,122,9,9.4333,0.1385,325
1.0,1.0,0.0,0.001,122,10,7.9,0.1292,271
1.0,1.0,0.0,0.001,122,11,8.8,0.1629,313
1.0,1.0,0.0,0.001,122,12,8.0,0.1489,282
1.0,1.0,0.0,0.001,122,13,8.3667,0.1379,290
1.0,1.0,0.0,0.001,122,14,8.9,0.1392,309
1.0,1.0,0.0,0.001,122,15,7.3667,0.1339,254
1.0,1.0,0.0,0.001,122,16,7.4667,0.1456,261
1.0,1.0,0.0,0.001,122,17,7.9333,0.1345,275
1.0,1.0,0.0,0.001,122,18,8.5667,0.1293,294
1.0,1.0,0.0,0.001,122,19,9.1333,0.1424,316
1.0,1.0,0.0,0.001,122,20,9.0667,0.1406,313
1.0,1.0,0.0,0.001,122,21,7.8,0.1761,284
1.0,1.0,0.0,0.001,122,22,8.9667,0.1524,315
1.0,1.0,0.0,0.001,122,23,7.1333,0.1614,254
1.0,10.0,0.001,0.001,146,0,9.4,0.1468,327
1.0,10.0,0.001,0.001,146,1,9.8667,0.16,350
1.0,10.0,0.001,0.001,146,2,8.6667,0.1824,318
1.0,10.0,0.001,0.001,146,3,9.9667,0.129,341
1.0,10.0,0.001,0.001,146,4,7.8,0.1073,261
1.0,10.0,0.001,0.001,146,5,9.4667,0.1269,323
1.0,10.0,0.001,0.001,146,6,9.9333,0.1534,352
1.0,10.0,0.001,0.001,146,7,9.7,0.1525,341
1.0,10.0,0.001,0.001,146,8,8.7,0.1564,307
1.0,10.0,0.001,0.001,146,9,10.0,0.1333,345
1.0,10.0,0.001,0.001,146,10,9.0,0.1266,308
1.0,10.0,0.001,0.001,146,11,9.2333,0.1616,328
1.0,10.0,0.001,0.001,146,12,8.9667,0.1359,309
1.0,10.0,0.001,0.001,146,13,7.6667,0.1556,270
1.0,10.0,0.001,0.001,146,14,9.6,0.1381,333
1.0,10.0,0.001,0.001,146,15,8.2,0.1307,283
1.0,10.0,0.001,0.001,146,16,8.8667,0.1279,305
1.0,10.0,0.001,0.001,146,17,9.0667,0.1282,312
1.0,10.0,0.001,0.001,146,18,8.4667,0.131,290
1.0,10.0,0.001,0.001,146,19,9.9333,0.1243,338
1.0,10.0,0.001,0.001,146,20,10.1333,0.1297,347
1.0,10.0,0.001,0.001,146,21,9.0,0.1429,315
1.0,10.0,0.001,0.001,146,22,9.4,0.1472,326
1.0,10.0,0.001,0.001,146,23,7.8333,0.1522,276
10.0,10.0,0.001,0.01,227,0,8.4667,0.1672,305
10.0,10.0,0.001,0.01,227,1,8.6667,0.1798,317
10.0,10.0,0.001,0.01,227,2,7.0667,0.2068,266
10.0,10.0,0.001,0.01,227,3,10.2333,0.1232,349
10.0,10.0,0.001,0.01,227,4,6.9333,0.144,243
10.0,10.0,0.001,0.01,227,5,7.8333,0.1547,278
10.0,10.0,0.001,0.01,227,6,8.6667,0.1457,302
10.0,10.0,0.001,0.01,227,7,8.8,0.1672,317
10.0,10.0,0.001,0.01,227,8,8.3,0.17,300
10.0,10.0,0.001,0.01,227,9,9.3,0.1362,323
10.0,10.0,0.001,0.01,227,10,7.0667,0.1423,246
10.0,10.0,0.001,0.01,227,11,8.9,0.1667,318
10.0,10.0,0.001,0.01,227,12,6.9667,0.1647,249
10.0,10.0,0.001,0.01,227,13,7.4333,0.1527,262
10.0,10.0,0.001,0.01,227,14,8.6333,0.1541,305
10.0,10.0,0.001,0.01,227,15,6.0333,0.1581,215
10.0,10.0,0.001,0.01,227,16,6.9333,0.1613,248
10.0,10.0,0.001,0.01,227,17,7.0,0.1429,245
10.0,10.0,0.001,0.01,227,18,6.7333,0.1687,243
10.0,10.0,0.001,0.01,227,19,8.6333,0.1457,302
10.0,10.0,0.001,0.01,227,20,8.9333,0.1429,308
10.0,10.0,0.001,0.01,227,21,7.5333,0.1788,274
10.0,10.0,0.001,0.01,227,22,8.1667,0.1573,286
10.0,10.0,0.001,0.01,227,23,6.5333,0.173,237
100.0,0.01,1.0,0.01,259,0,8.8667,0.0637,251
100.0,0.01,1.0,0.01,259,1,8.4667,0.0462,238
100.0,0.01,1.0,0.01,259,2,8.9667,0.0476,252
100.0,0.01,1.0,0.01,259,3,8.4333,0.0661,242
100.0,0.01,1.0,0.01,259,4,8.5333,0.0403,248
100.0,0.01,1.0,0.01,259,5,8.9333,0.0846,272
100.0,0.01,1.0,0.01,259,6,8.7333,0.0472,254
100.0,0.01,1.0,0.01,259,7,9.0667,0.0352,256
100.0,0.01,1.0,0.01,259,8,7.8667,0.0909,231
100.0,0.01,1.0,0.01,259,9,9.1,0.0568,264
100.0,0.01,1.0,0.01,259,10,8.9667,0.0481,270
100.0,0.01,1.0,0.01,259,11,8.7,0.0849,259
100.0,0.01,1.0,0.01,259,12,8.9,0.0508,256
100.0,0.01,1.0,0.01,259,13,9.1,0.046,261
100.0,0.01,1.0,0.01,259,14,8.0667,0.072,236
100.0,0.01,1.0,0.01,259,15,8.1667,0.0383,235
100.0,0.01,1.0,0.01,259,16,9.2,0.0522,268
100.0,0.01,1.0,0.01,259,17,8.8667,0.0428,257
100.0,0.01,1.0,0.01,259,18,8.4333,0.0565,248
100.0,0.01,1.0,0.01,259,19,9.0333,0.0749,267
100.0,0.01,1.0,0.01,259,20,8.3333,0.0537,242
100.0,0.01,1.0,0.01,259,21,8.8333,0.0654,260
100.0,0.01,1.0,0.01,259,22,8.8333,0.0478,251
100.0,0.01,1.0,0.01,259,23,8.9333,0.0526,266
1.0,10.0,0.0,0.01,143,0,9.1,0.1662,325
1.0,10.0,0.0,0.01,143,1,9.1333,0.1656,326
1.0,10.0,0.0,0.01,143,2,8.1,0.1803,294
1.0,10.0,0.0,0.01,143,3,9.0667,0.1531,320
1.0,10.0,0.0,0.01,143,4,7.7667,0.1081,259
1.0,10.0,0.0,0.01,143,5,8.8,0.1429,308
1.0,10.0,0.0,0.01,143,6,9.4,0.1437,327
1.0,10.0,0.0,0.01,143,7,9.4333,0.1489,329
1.0,10.0,0.0,0.01,143,8,8.7667,0.1624,314
1.0,10.0,0.0,0.01,143,9,9.4,0.1331,323
1.0,10.0,0.0,0.01,143,10,7.9,0.1269,268
1.0,10.0,0.0,0.01,143,11,8.6333,0.1672,311
1.0,10.0,0.0,0.01,143,12,8.1333,0.1418,282
1.0,10.0,0.0,0.01,143,13,7.8,0.1527,275
1.0,10.0,0.0,0.01,143,14,9.2,0.1352,318
1.0,10.0,0.0,0.01,143,15,7.3,0.1383,253
1.0,10.0,0.0,0.01,143,16,7.8333,0.1365,271
1.0,10.0,0.0,0.01,143,17,8.2333,0.1272,283
1.0,10.0,0.0,0.01,143,18,7.7333,0.1533,274
1.0,10.0,0.0,0.01,143,19,8.7,0.1508,305
1.0,10.0,0.0,0.01,143,20,9.1667,0.1365,315
1.0,10.0,0.0,0.01,143,21,8.8,0.1516,310
1.0,10.0,0.0,0.01,143,22,8.9,0.1529,314
1.0,10.0,0.0,0.01,143,23,7.1667,0.1602,256
1.0,0.01,0.01,0.01,91,0,8.7667,0.1055,275
1.0,0.01,0.01,0.01,91,1,8.9667,0.1207,290
1.0,0.01,0.01,0.01,91,2,7.8333,0.1489,262
1.0,0.01,0.01,0.01,91,3,8.3,0.1085,258
1.0,0.01,0.01,0.01,91,4,8.1667,0.0736,258
1.0,0.01,0.01,0.01,91,5,8.8,0.1045,287
1.0,0.01,0.01,0.01,91,6,8.9,0.0982,275
1.0,0.01,0.01,0.01,91,7,9.1,0.1065,291
1.0,0.01,0.01,0.01,91,8,8.3667,0.1136,264
1.0,0.01,0.01,0.01,91,9,8.4,0.1004,269
1.0,0.01,0.01,0.01,91,10,8.4,0.0659,258
1.0,0.01,0.01,0.01,91,11,8.7333,0.1306,291
1.0,0.01,0.01,0.01,91,12,8.3333,0.0868,265
1.0,0.01,0.01,0.01,91,13,8.4667,0.0906,265
1.0,0.01,0.01,0.01,91,14,8.8333,0.1025,283
1.0,0.01,0.01,0.01,91,15,8.0333,0.0856,257
1.0,0.01,0.01,0.01,91,16,8.0333,0.0962,260
1.0,0.01,0.01,0.01,91,17,7.6333,0.0943,244
1.0,0.01,0.01,0.01,91,18,7.9667,0.0843,249
1.0,0.01,0.01,0.01,91,19,8.3,0.1023,264
1.0,0.01,0.01,0.01,91,20,8.6333,0.1011,277
1.0,0.01,0.01,0.01,91,21,8.6,0.0679,265
1.0,0.01,0.01,0.01,91,22,8.8333,0.1151,278
1.0,0.01,0.01,0.01,91,23,8.0333,0.1141,263
100.0,0.01,0.1,0.0001,253,0,8.5333,0.0415,241
100.0,0.01,0.1,0.0001,253,1,7.9,0.0996,251
100.0,0.01,0.1,0.0001,253,2,8.3,0.1016,256
100.0,0.01,0.1,0.0001,253,3,9.2,0.1133,300
100.0,0.01,0.1,0.0001,253,4,7.4,0.0652,230
100.0,0.01,0.1,0.0001,253,5,8.0,0.081,247
100.0,0.01,0.1,0.0001,253,6,8.6333,0.1127,275
100.0,0.01,0.1,0.0001,253,7,8.3667,0.109,266
100.0,0.01,0.1,0.0001,253,8,8.5,0.0909,264
100.0,0.01,0.1,0.0001,253,9,8.9333,0.1049,286
100.0,0.01,0.1,0.0001,253,10,8.3333,0.1062,273
100.0,0.01,0.1,0.0001,253,11,8.1333,0.0868,242
100.0,0.01,0.1,0.0001,253,12,8.0333,0.076,250
100.0,0.01,0.1,0.0001,253,13,8.1,0.088,250
100.0,0.01,0.1,0.0001,253,14,8.1333,0.1324,272
100.0,0.01,0.1,0.0001,253,15,7.1333,0.1073,233
100.0,0.01,0.1,0.0001,253,16,8.0667,0.1061,264
100.0,0.01,0.1,0.0001,253,17,7.7333,0.0723,235
100.0,0.01,0.1,0.0001,253,18,7.3,0.1172,239
100.0,0.01,0.1,0.0001,253,19,7.9333,0.1,250
100.0,0.01,0.1,0.0001,253,20,8.2,0.1154,260
100.0,0.01,0.1,0.0001,253,21,8.2667,0.1222,270
100.0,0.01,0.1,0.0001,253,22,7.4667,0.0946,222
100.0,0.01,0.1,0.0001,253,23,7.7,0.1048,248
100.0,0.01,0.0,0.001,242,0,7.6333,0.161,267
100.0,0.01,0.0,0.001,242,1,7.7333,0.1618,272
100.0,0.01,0.0,0.001,242,2,6.2333,0.2061,228
100.0,0.01,0.0,0.001,242,3,9.7,0.1399,336
100.0,0.01,0.0,0.001,242,4,6.3,0.1336,217
100.0,0.01,0.0,0.001,242,5,7.0333,0.1538,247
100.0,0.01,0.0,0.001,242,6,6.2,0.1956,225
100.0,0.01,0.0,0.001,242,7,7.7,0.1524,269
100.0,0.01,0.0,0.001,242,8,7.4,0.1603,262
100.0,0.01,0.0,0.001,242,9,8.8,0.1405,299
100.0,0.01,0.0,0.001,242,10,6.3,0.1493,221
100.0,0.01,0.0,0.001,242,11,8.0667,0.1552,277
100.0,0.01,0.0,0.001,242,12,6.5,0.1702,235
100.0,0.01,0.0,0.001,242,13,7.8,0.1439,271
100.0,0.01,0.0,0.001,242,14,7.6,0.1466,266
100.0,0.01,0.0,0.001,242,15,5.4,0.1383,188
100.0,0.01,0.0,0.001,242,16,5.3333,0.1837,196
100.0,0.01,0.0,0.001,242,17,6.0333,0.1596,213
100.0,0.01,0.0,0.001,242,18,6.2,0.156,218
100.0,0.01,0.0,0.001,242,19,6.4667,0.1696,230
100.0,0.01,0.0,0.001,242,20,7.9667,0.1541,279
100.0,0.01,0.0,0.001,242,21,6.6,0.1826,241
100.0,0.01,0.0,0.001,242,22,7.7667,0.1618,272
100.0,0.01,0.0,0.001,242,23,6.1667,0.1786,224
0.1,0.1,1.0,0.1,40,0,8.1333,0.1148,244
0.1,0.1,1.0,0.1,40,1,8.2667,0.0898,245
0.1,0.1,1.0,0.1,40,2,8.5333,0.0797,251
0.1,0.1,1.0,0.1,40,3,9.1667,0.0597,268
0.1,0.1,1.0,0.1,40,4,8.1,0.0549,237
0.1,0.1,1.0,0.1,40,5,8.8,0.0714,266
0.1,0.1,1.0,0.1,40,6,8.1667,0.0861,244
0.1,0.1,1.0,0.1,40,7,7.9333,0.0894,235
0.1,0.1,1.0,0.1,40,8,7.7,0.1149,235
0.1,0.1,1.0,0.1,40,9,9.1,0.0593,270
0.1,0.1,1.0,0.1,40,10,8.7333,0.0687,262
0.1,0.1,1.0,0.1,40,11,8.5667,0.0788,241
0.1,0.1,1.0,0.1,40,12,8.1333,0.0833,252
0.1,0.1,1.0,0.1,40,13,8.3333,0.0723,249
0.1,0.1,1.0,0.1,40,14,8.2667,0.0685,248
0.1,0.1,1.0,0.1,40,15,7.9667,0.062,242
0.1,0.1,1.0,0.1,40,16,8.2667,0.0814,258
0.1,0.1,1.0,0.1,40,17,8.5667,0.069,261
0.1,0.1,1.0,0.1,40,18,8.0667,0.0816,245
0.1,0.1,1.0,0.1,40,19,8.6333,0.0595,252
0.1,0.1,1.0,0.1,40,20,8.0667,0.0879,239
0.1,0.1,1.0,0.1,40,21,8.3333,0.081,247
0.1,0.1,1.0,0.1,40,22,8.5,0.0664,241
0.1,0.1,1.0,0.1,40,23,8.0667,0.0763,249
100.0,0.1,1.0,0.01,279,0,8.2667,0.104,250
100.0,0.1,1.0,0.01,279,1,9.0,0.1224,294
100.0,0.1,1.0,0.01,279,2,8.1,0.1128,257
100.0,0.1,1.0,0.01,279,3,9.2667,0.101,297
100.0,0.1,1.0,0.01,279,4,8.0,0.0625,240
