LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,j,dag,nshd_c,tpr_c,size
100.0,10.0,0.001,0.01,307,3,2.9333,0.24,50
100.0,10.0,0.001,0.01,307,4,1.7667,0.3922,51
100.0,10.0,0.001,0.01,307,5,2.0333,0.4035,57
100.0,10.0,0.001,0.01,307,6,1.9667,0.4815,54
100.0,10.0,0.001,0.01,307,7,2.3667,0.34,50
100.0,10.0,0.001,0.01,307,8,1.9667,0.4643,56
100.0,10.0,0.001,0.01,307,9,2.8,0.1923,52
100.0,10.0,0.001,0.01,307,10,1.6,0.451,51
100.0,10.0,0.001,0.01,307,11,2.6667,0.3396,53
100.0,10.0,0.001,0.01,307,12,1.2333,0.6,50
100.0,10.0,0.001,0.01,307,13,2.2667,0.3,50
100.0,10.0,0.001,0.01,307,14,1.5667,0.537,54
100.0,10.0,0.001,0.01,307,15,1.2,0.4783,46
100.0,10.0,0.001,0.01,307,16,1.0667,0.6111,54
100.0,10.0,0.001,0.01,307,17,1.3,0.549,51
100.0,10.0,0.001,0.01,307,18,1.2,0.6538,52
100.0,10.0,0.001,0.01,307,19,2.1667,0.3,50
100.0,10.0,0.001,0.01,307,20,2.8333,0.1702,47
100.0,10.0,0.001,0.01,307,21,1.4333,0.5769,52
100.0,10.0,0.001,0.01,307,22,2.6333,0.2308,52
100.0,10.0,0.001,0.01,307,23,0.8333,0.66,50
0.1,10.0,1.0,0.1,80,0,2.5,0.386,57
0.1,10.0,1.0,0.1,80,1,2.1,0.4808,52
0.1,10.0,1.0,0.1,80,2,1.5667,0.62,50
0.1,10.0,1.0,0.1,80,3,2.6,0.2679,56
0.1,10.0,1.0,0.1,80,4,1.8,0.4043,47
0.1,10.0,1.0,0.1,80,5,2.1,0.3704,54
0.1,10.0,1.0,0.1,80,6,2.3,0.3704,54
0.1,10.0,1.0,0.1,80,7,2.1333,0.4231,52
0.1,10.0,1.0,0.1,80,8,1.9667,0.48,50
0.1,10.0,1.0,0.1,80,9,2.5,0.3019,53
0.1,10.0,1.0,0.1,80,10,1.7667,0.42,50
0.1,10.0,1.0,0.1,80,11,2.5333,0.3265,49
0.1,10.0,1.0,0.1,80,12,1.3333,0.569,58
0.1,10.0,1.0,0.1,80,13,1.8,0.4314,51
0.1,10.0,1.0,0.1,80,14,1.6,0.5769,52
0.1,10.0,1.0,0.1,80,15,1.3667,0.4583,48
0.1,10.0,1.0,0.1,80,16,1.1667,0.5818,55
0.1,10.0,1.0,0.1,80,17,1.4667,0.46,50
0.1,10.0,1.0,0.1,80,18,1.5667,0.5102,49
0.1,10.0,1.0,0.1,80,19,2.1,0.4151,53
0.1,10.0,1.0,0.1,80,20,2.3,0.34,50
0.1,10.0,1.0,0.1,80,21,2.0,0.4107,56
0.1,10.0,1.0,0.1,80,22,2.6333,0.2857,56
0.1,10.0,1.0,0.1,80,23,1.2,0.5962,52
100.0,0.01,0.01,0.01,251,0,3.0,0.2727,55
100.0,0.01,0.01,0.01,251,1,3.1333,0.1702,47
100.0,0.01,0.01,0.01,251,2,3.1,0.1455,55
100.0,0.01,0.01,0.01,251,3,3.2667,0.0851,47
100.0,0.01,0.01,0.01,251,4,2.6,0.1224,49
100.0,0.01,0.01,0.01,251,5,2.8667,0.18,50
100.0,0.01,0.01,0.01,251,6,3.2,0.0851,47
100.0,0.01,0.01,0.01,251,7,3.0333,0.1224,49
100.0,0.01,0.01,0.01,251,8,3.0333,0.1818,55
100.0,0.01,0.01,0.01,251,9,3.1333,0.06,50
100.0,0.01,0.01,0.01,251,10,2.6333,0.1458,48
100.0,0.01,0.01,0.01,251,11,3.1667,0.087,46
100.0,0.01,0.01,0.01,251,12,2.6667,0.2075,53
100.0,0.01,0.01,0.01,251,13,2.8667,0.14,50
100.0,0.01,0.01,0.01,251,14,2.4667,0.2449,49
100.0,0.01,0.01,0.01,251,15,2.1333,0.1489,47
100.0,0.01,0.01,0.01,251,16,2.4,0.1633,49
100.0,0.01,0.01,0.01,251,17,2.4667,0.1277,47
100.0,0.01,0.01,0.01,251,18,2.6333,0.2157,51
100.0,0.01,0.01,0.01,251,19,3.2333,0.0566,53
100.0,0.01,0.01,0.01,251,20,3.1667,0.0638,47
100.0,0.01,0.01,0.01,251,21,2.6333,0.22,50
100.0,0.01,0.01,0.01,251,22,3.0,0.125,48
100.0,0.01,0.01,0.01,251,23,2.4333,0.2264,53
1.0,10.0,0.01,0.01,151,0,2.4333,0.4167,48
1.0,10.0,0.01,0.01,151,1,2.6333,0.3636,55
1.0,10.0,0.01,0.01,151,2,2.1,0.42,50
1.0,10.0,0.01,0.01,151,3,2.6667,0.2,40
1.0,10.0,0.01,0.01,151,4,1.8,0.3636,44
1.0,10.0,0.01,0.01,151,5,1.7333,0.5111,45
1.0,10.0,0.01,0.01,151,6,2.3667,0.3542,48
1.0,10.0,0.01,0.01,151,7,2.2667,0.3913,46
1.0,10.0,0.01,0.01,151,8,2.0,0.5,52
1.0,10.0,0.01,0.01,151,9,2.3667,0.3333,45
1.0,10.0,0.01,0.01,151,10,1.8,0.4,50
1.0,10.0,0.01,0.01,151,11,2.5667,0.3404,47
1.0,10.0,0.01,0.01,151,12,1.5667,0.5,52
1.0,10.0,0.01,0.01,151,13,2.0667,0.3488,43
1.0,10.0,0.01,0.01,151,14,1.7333,0.5217,46
1.0,10.0,0.01,0.01,151,15,1.1333,0.5217,46
1.0,10.0,0.01,0.01,151,16,1.3667,0.5385,52
1.0,10.0,0.01,0.01,151,17,1.2667,0.58,50
1.0,10.0,0.01,0.01,151,18,1.5,0.56,50
1.0,10.0,0.01,0.01,151,19,1.9333,0.4375,48
1.0,10.0,0.01,0.01,151,20,2.8,0.1489,47
1.0,10.0,0.01,0.01,151,21,2.0,0.38,50
1.0,10.0,0.01,0.01,151,22,2.2,0.3077,39
1.0,10.0,0.01,0.01,151,23,1.4333,0.5094,53
10.0,1.0,0.0,0.1,204,0,2.6667,0.3585,53
10.0,1.0,0.0,0.1,204,1,2.6667,0.3077,52
10.0,1.0,0.0,0.1,204,2,2.3667,0.3,50
10.0,1.0,0.0,0.1,204,3,2.8,0.1915,47
10.0,1.0,0.0,0.1,204,4,1.8,0.413,46
10.0,1.0,0.0,0.1,204,5,1.4667,0.6,50
10.0,1.0,0.0,0.1,204,6,2.4,0.3333,54
10.0,1.0,0.0,0.1,204,7,2.1,0.4,50
10.0,1.0,0.0,0.1,204,8,2.3,0.3462,52
10.0,1.0,0.0,0.1,204,9,2.1,0.3846,52
10.0,1.0,0.0,0.1,204,10,1.5,0.4565,46
10.0,1.0,0.0,0.1,204,11,2.5667,0.3529,51
10.0,1.0,0.0,0.1,204,12,1.3667,0.5102,49
10.0,1.0,0.0,0.1,204,13,1.9667,0.3704,54
10.0,1.0,0.0,0.1,204,14,1.6333,0.5385,52
10.0,1.0,0.0,0.1,204,15,1.3,0.4043,47
10.0,1.0,0.0,0.1,204,16,1.9,0.3396,53
10.0,1.0,0.0,0.1,204,17,1.5,0.4706,51
10.0,1.0,0.0,0.1,204,18,1.0333,0.7347,49
10.0,1.0,0.0,0.1,204,19,2.3333,0.2857,56
10.0,1.0,0.0,0.1,204,20,2.9,0.1224,49
10.0,1.0,0.0,0.1,204,21,1.6667,0.4364,55
10.0,1.0,0.0,0.1,204,22,2.6333,0.1731,52
10.0,1.0,0.0,0.1,204,23,1.4,0.4808,52
100.0,1.0,0.01,0.1,292,0,2.3,0.44,50
100.0,1.0,0.01,0.1,292,1,3.0333,0.2037,54
100.0,1.0,0.01,0.1,292,2,2.2667,0.3333,51
100.0,1.0,0.01,0.1,292,3,2.8667,0.2128,47
100.0,1.0,0.01,0.1,292,4,1.8667,0.3191,47
100.0,1.0,0.01,0.1,292,5,2.0333,0.4035,57
100.0,1.0,0.01,0.1,292,6,2.1667,0.4082,49
100.0,1.0,0.01,0.1,292,7,2.3,0.3333,48
100.0,1.0,0.01,0.1,292,8,2.3,0.3774,53
100.0,1.0,0.01,0.1,292,9,2.5333,0.2941,51
100.0,1.0,0.01,0.1,292,10,1.6,0.4167,48
100.0,1.0,0.01,0.1,292,11,2.5333,0.3962,53
100.0,1.0,0.01,0.1,292,12,1.4,0.5577,52
100.0,1.0,0.01,0.1,292,13,2.3333,0.2692,52
100.0,1.0,0.01,0.1,292,14,1.8,0.4902,51
100.0,1.0,0.01,0.1,292,15,1.1,0.4468,47
100.0,1.0,0.01,0.1,292,16,1.1667,0.5849,53
100.0,1.0,0.01,0.1,292,17,1.5667,0.42,50
100.0,1.0,0.01,0.1,292,18,1.4,0.549,51
100.0,1.0,0.01,0.1,292,19,2.1667,0.34,50
100.0,1.0,0.01,0.1,292,20,2.8667,0.1304,46
100.0,1.0,0.01,0.1,292,21,1.6333,0.5102,49
100.0,1.0,0.01,0.1,292,22,2.5333,0.2885,52
100.0,1.0,0.01,0.1,292,23,0.9333,0.6415,53
1.0,10.0,0.1,0.1,156,0,2.1333,0.5,56
1.0,10.0,0.1,0.1,156,1,1.7333,0.6,55
1.0,10.0,0.1,0.1,156,2,1.5333,0.5918,49
1.0,10.0,0.1,0.1,156,3,2.0333,0.4118,51
1.0,10.0,0.1,0.1,156,4,1.6667,0.4286,49
1.0,10.0,0.1,0.1,156,5,1.1,0.6875,48
1.0,10.0,0.1,0.1,156,6,1.7,0.5833,48
1.0,10.0,0.1,0.1,156,7,1.6,0.5556,54
1.0,10.0,0.1,0.1,156,8,1.3667,0.6346,52
1.0,10.0,0.1,0.1,156,9,1.4,0.6038,53
1.0,10.0,0.1,0.1,156,10,1.1,0.6042,48
1.0,10.0,0.1,0.1,156,11,1.9667,0.54,50
1.0,10.0,0.1,0.1,156,12,0.9,0.7308,52
1.0,10.0,0.1,0.1,156,13,1.5667,0.5185,54
1.0,10.0,0.1,0.1,156,14,1.2,0.6735,49
1.0,10.0,0.1,0.1,156,15,1.3333,0.413,46
1.0,10.0,0.1,0.1,156,16,1.2,0.5556,54
1.0,10.0,0.1,0.1,156,17,1.1,0.5472,53
1.0,10.0,0.1,0.1,156,18,1.1,0.7021,47
1.0,10.0,0.1,0.1,156,19,1.6667,0.4286,49
1.0,10.0,0.1,0.1,156,20,1.9,0.449,49
1.0,10.0,0.1,0.1,156,21,1.0,0.7115,52
1.0,10.0,0.1,0.1,156,22,2.3333,0.3091,55
1.0,10.0,0.1,0.1,156,23,0.7667,0.7292,48
10.0,0.1,0.001,0.0001,185,0,2.3333,0.4182,55
10.0,0.1,0.001,0.0001,185,1,2.7333,0.339,59
10.0,0.1,0.001,0.0001,185,2,1.6,0.6136,44
10.0,0.1,0.001,0.0001,185,3,2.9333,0.1489,47
10.0,0.1,0.001,0.0001,185,4,1.5,0.4878,41
10.0,0.1,0.001,0.0001,185,5,1.8333,0.4583,48
10.0,0.1,0.001,0.0001,185,6,2.0333,0.4651,43
10.0,0.1,0.001,0.0001,185,7,1.8,0.5217,46
10.0,0.1,0.001,0.0001,185,8,1.7667,0.54,50
10.0,0.1,0.001,0.0001,185,9,2.5333,0.2642,53
10.0,0.1,0.001,0.0001,185,10,1.2667,0.561,41
10.0,0.1,0.001,0.0001,185,11,2.7667,0.2857,56
10.0,0.1,0.001,0.0001,185,12,0.8333,0.766,47
10.0,0.1,0.001,0.0001,185,13,2.4333,0.2264,53
10.0,0.1,0.001,0.0001,185,14,1.2667,0.6444,45
10.0,0.1,0.001,0.0001,185,15,1.0,0.5676,37
10.0,0.1,0.001,0.0001,185,16,1.0,0.6383,47
10.0,0.1,0.001,0.0001,185,17,0.8333,0.7561,41
10.0,0.1,0.001,0.0001,185,18,0.8667,0.814,43
10.0,0.1,0.001,0.0001,185,19,1.4333,0.625,32
10.0,0.1,0.001,0.0001,185,20,2.8667,0.1633,49
10.0,0.1,0.001,0.0001,185,21,1.2333,0.6591,44
10.0,0.1,0.001,0.0001,185,22,2.5333,0.2778,54
10.0,0.1,0.001,0.0001,185,23,0.6667,0.825,40
0.1,0.01,1.0,0.0001,17,0,3.9,0.0492,61
0.1,0.01,1.0,0.0001,17,1,3.9333,0.0,53
0.1,0.01,1.0,0.0001,17,2,3.5,0.1053,57
0.1,0.01,1.0,0.0001,17,3,3.5667,0.037,54
0.1,0.01,1.0,0.0001,17,4,3.0667,0.0702,57
0.1,0.01,1.0,0.0001,17,5,3.4333,0.0526,57
0.1,0.01,1.0,0.0001,17,6,3.7667,0.037,54
0.1,0.01,1.0,0.0001,17,7,3.4,0.0755,53
0.1,0.01,1.0,0.0001,17,8,3.5333,0.0545,55
0.1,0.01,1.0,0.0001,17,9,3.3667,0.1091,55
0.1,0.01,1.0,0.0001,17,10,3.1333,0.0556,54
0.1,0.01,1.0,0.0001,17,11,3.8,0.0667,60
0.1,0.01,1.0,0.0001,17,12,3.6333,0.0,60
0.1,0.01,1.0,0.0001,17,13,3.1667,0.0877,57
0.1,0.01,1.0,0.0001,17,14,3.6667,0.0508,59
0.1,0.01,1.0,0.0001,17,15,3.0333,0.0526,57
0.1,0.01,1.0,0.0001,17,16,3.2667,0.0357,56
0.1,0.01,1.0,0.0001,17,17,3.3333,0.0345,58
0.1,0.01,1.0,0.0001,17,18,3.2667,0.0862,58
0.1,0.01,1.0,0.0001,17,19,3.3667,0.069,58
0.1,0.01,1.0,0.0001,17,20,3.4,0.1034,58
0.1,0.01,1.0,0.0001,17,21,3.3,0.0862,58
0.1,0.01,1.0,0.0001,17,22,3.5333,0.0536,56
0.1,0.01,1.0,0.0001,17,23,3.2667,0.0678,59
10.0,10.0,0.1,0.1,236,0,2.2667,0.4423,52
10.0,10.0,0.1,0.1,236,1,1.8333,0.4906,53
10.0,10.0,0.1,0.1,236,2,1.6333,0.566,53
10.0,10.0,0.1,0.1,236,3,2.9333,0.1304,46
10.0,10.0,0.1,0.1,236,4,1.6,0.46,50
10.0,10.0,0.1,0.1,236,5,1.1667,0.6078,51
10.0,10.0,0.1,0.1,236,6,1.8333,0.5,50
10.0,10.0,0.1,0.1,236,7,1.5667,0.566,53
10.0,10.0,0.1,0.1,236,8,1.7333,0.5185,54
10.0,10.0,0.1,0.1,236,9,1.8,0.48,50
10.0,10.0,0.1,0.1,236,10,1.0333,0.617,47
10.0,10.0,0.1,0.1,236,11,2.0,0.5179,56
10.0,10.0,0.1,0.1,236,12,0.7333,0.7647,51
10.0,10.0,0.1,0.1,236,13,1.7333,0.4561,57
10.0,10.0,0.1,0.1,236,14,1.1667,0.6604,53
10.0,10.0,0.1,0.1,236,15,1.0667,0.4792,48
10.0,10.0,0.1,0.1,236,16,0.6333,0.74,50
10.0,10.0,0.1,0.1,236,17,0.7667,0.7059,51
10.0,10.0,0.1,0.1,236,18,1.1,0.6327,49
10.0,10.0,0.1,0.1,236,19,1.5333,0.4898,49
10.0,10.0,0.1,0.1,236,20,2.6,0.2453,53
10.0,10.0,0.1,0.1,236,21,0.8667,0.7358,53
10.0,10.0,0.1,0.1,236,22,2.3333,0.3519,54
10.0,10.0,0.1,0.1,236,23,0.5667,0.7872,47
100.0,0.1,0.0,0.1,264,0,3.2667,0.1538,52
100.0,0.1,0.0,0.1,264,1,3.3667,0.0816,49
100.0,0.1,0.0,0.1,264,2,2.8,0.1633,49
100.0,0.1,0.0,0.1,264,3,3.0333,0.1087,46
100.0,0.1,0.0,0.1,264,4,2.7333,0.0408,49
100.0,0.1,0.0,0.1,264,5,3.1,0.0943,53
100.0,0.1,0.0,0.1,264,6,3.1,0.14,50
100.0,0.1,0.0,0.1,264,7,2.8333,0.1739,46
100.0,0.1,0.0,0.1,264,8,3.0,0.0667,45
100.0,0.1,0.0,0.1,264,9,2.9667,0.1837,49
100.0,0.1,0.0,0.1,264,10,2.1667,0.3125,48
100.0,0.1,0.0,0.1,264,11,2.9667,0.2549,51
100.0,0.1,0.0,0.1,264,12,2.6333,0.1818,55
100.0,0.1,0.0,0.1,264,13,2.7667,0.1321,53
100.0,0.1,0.0,0.1,264,14,2.8,0.1429,49
100.0,0.1,0.0,0.1,264,15,2.1667,0.1489,47
100.0,0.1,0.0,0.1,264,16,2.2,0.2885,52
100.0,0.1,0.0,0.1,264,17,2.3333,0.2292,48
100.0,0.1,0.0,0.1,264,18,2.6,0.18,50
100.0,0.1,0.0,0.1,264,19,3.1333,0.06,50
100.0,0.1,0.0,0.1,264,20,2.9,0.0909,44
100.0,0.1,0.0,0.1,264,21,2.8,0.1818,55
100.0,0.1,0.0,0.1,264,22,3.1,0.1132,53
100.0,0.1,0.0,0.1,264,23,2.5667,0.12,50
10.0,0.01,1.0,0.01,179,0,3.9333,0.0667,60
10.0,0.01,1.0,0.01,179,1,3.5,0.1273,55
10.0,0.01,1.0,0.01,179,2,3.5333,0.1148,61
10.0,0.01,1.0,0.01,179,3,3.7333,0.0,55
10.0,0.01,1.0,0.01,179,4,3.1333,0.0526,57
10.0,0.01,1.0,0.01,179,5,3.4,0.0877,57
10.0,0.01,1.0,0.01,179,6,3.5,0.0893,56
10.0,0.01,1.0,0.01,179,7,3.5,0.1017,59
10.0,0.01,1.0,0.01,179,8,3.4,0.125,56
10.0,0.01,1.0,0.01,179,9,3.3333,0.1404,57
10.0,0.01,1.0,0.01,179,10,3.3667,0.0357,56
10.0,0.01,1.0,0.01,179,11,3.6667,0.1,60
10.0,0.01,1.0,0.01,179,12,3.1333,0.0727,55
10.0,0.01,1.0,0.01,179,13,3.1333,0.1071,56
10.0,0.01,1.0,0.01,179,14,3.3667,0.0526,57
10.0,0.01,1.0,0.01,179,15,3.0,0.0862,58
10.0,0.01,1.0,0.01,179,16,3.0667,0.0847,59
10.0,0.01,1.0,0.01,179,17,3.2,0.0,55
10.0,0.01,1.0,0.01,179,18,3.2,0.0755,53
10.0,0.01,1.0,0.01,179,19,3.2667,0.1186,59
10.0,0.01,1.0,0.01,179,20,3.6667,0.0484,62
10.0,0.01,1.0,0.01,179,21,3.3333,0.0714,56
10.0,0.01,1.0,0.01,179,22,3.4667,0.069,58
10.0,0.01,1.0,0.01,179,23,3.1667,0.0179,56
1.0,0.01,0.0,0.0001,81,0,1.8,0.5849,53
1.0,0.01,0.0,0.0001,81,1,2.0333,0.4909,55
1.0,0.01,0.0,0.0001,81,2,1.6333,0.5577,52
1.0,0.01,0.0,0.0001,81,3,1.9333,0.4906,53
1.0,0.01,0.0,0.0001,81,4,1.6333,0.4375,48
1.0,0.01,0.0,0.0001,81,5,1.3333,0.5926,54
1.0,0.01,0.0,0.0001,81,6,2.2,0.3654,52
1.0,0.01,0.0,0.0001,81,7,1.8667,0.5,56
1.0,0.01,0.0,0.0001,81,8,1.6333,0.5636,55
1.0,0.01,0.0,0.0001,81,9,1.6667,0.537,54
1.0,0.01,0.0,0.0001,81,10,1.2,0.619,42
1.0,0.01,0.0,0.0001,81,11,1.8667,0.56,50
1.0,0.01,0.0,0.0001,81,12,0.9,0.7255,51
1.0,0.01,0.0,0.0001,81,13,1.2,0.6122,49
1.0,0.01,0.0,0.0001,81,14,1.3333,0.6,50
1.0,0.01,0.0,0.0001,81,15,1.4,0.3696,46
1.0,0.01,0.0,0.0001,81,16,1.2,0.5472,53
1.0,0.01,0.0,0.0001,81,17,1.1,0.5636,55
1.0,0.01,0.0,0.0001,81,18,0.8333,0.8125,48
1.0,0.01,0.0,0.0001,81,19,1.2667,0.62,50
1.0,0.01,0.0,0.0001,81,20,1.7667,0.5,52
1.0,0.01,0.0,0.0001,81,21,1.2,0.6275,51
1.0,0.01,0.0,0.0001,81,22,1.9333,0.42,50
1.0,0.01,0.0,0.0001,81,23,0.9667,0.617,47
100.0,1.0,0.01,0.01,291,0,2.3667,0.4038,52
100.0,1.0,0.01,0.01,291,1,2.9667,0.2364,55
100.0,1.0,0.01,0.01,291,2,1.9667,0.4528,53
100.0,1.0,0.01,0.01,291,3,3.0333,0.2,50
100.0,1.0,0.01,0.01,291,4,1.7667,0.4,50
100.0,1.0,0.01,0.01,291,5,1.8667,0.4561,57
100.0,1.0,0.01,0.01,291,6,1.9333,0.4615,52
100.0,1.0,0.01,0.01,291,7,2.2333,0.38,50
100.0,1.0,0.01,0.01,291,8,1.9333,0.4912,57
100.0,1.0,0.01,0.01,291,9,2.8,0.1923,52
100.0,1.0,0.01,0.01,291,10,1.6333,0.3958,48
100.0,1.0,0.01,0.01,291,11,2.6333,0.3585,53
100.0,1.0,0.01,0.01,291,12,1.0667,0.6731,52
100.0,1.0,0.01,0.01,291,13,2.4,0.2353,51
100.0,1.0,0.01,0.01,291,14,1.2,0.6111,54
100.0,1.0,0.01,0.01,291,15,1.1667,0.4375,48
100.0,1.0,0.01,0.01,291,16,0.8667,0.6415,53
100.0,1.0,0.01,0.01,291,17,1.3667,0.4906,53
100.0,1.0,0.01,0.01,291,18,1.1,0.6415,53
100.0,1.0,0.01,0.01,291,19,2.1333,0.3061,49
100.0,1.0,0.01,0.01,291,20,2.7333,0.234,47
100.0,1.0,0.01,0.01,291,21,1.3333,0.6154,52
100.0,1.0,0.01,0.01,291,22,2.6333,0.2157,51
100.0,1.0,0.01,0.01,291,23,0.9,0.66,50
0.1,1.0,0.01,0.1,52,0,2.5333,0.3889,54
0.1,1.0,0.01,0.1,52,1,2.6667,0.3148,54
0.1,1.0,0.01,0.1,52,2,2.2667,0.3962,53
0.1,1.0,0.01,0.1,52,3,2.9,0.2,55
0.1,1.0,0.01,0.1,52,4,1.9,0.3148,54
0.1,1.0,0.01,0.1,52,5,2.1333,0.3571,56
0.1,1.0,0.01,0.1,52,6,2.4667,0.3273,55
0.1,1.0,0.01,0.1,52,7,2.5,0.3148,54
0.1,1.0,0.01,0.1,52,8,2.6,0.2642,53
0.1,1.0,0.01,0.1,52,9,2.8333,0.2105,57
0.1,1.0,0.01,0.1,52,10,1.7667,0.3725,51
0.1,1.0,0.01,0.1,52,11,2.7333,0.3208,53
0.1,1.0,0.01,0.1,52,12,1.8667,0.4074,54
0.1,1.0,0.01,0.1,52,13,1.7333,0.4906,53
0.1,1.0,0.01,0.1,52,14,2.0,0.4259,54
0.1,1.0,0.01,0.1,52,15,1.6,0.3846,52
0.1,1.0,0.01,0.1,52,16,2.0667,0.3462,52
0.1,1.0,0.01,0.1,52,17,1.7,0.4259,54
0.1,1.0,0.01,0.1,52,18,2.0667,0.3704,54
0.1,1.0,0.01,0.1,52,19,2.0,0.4231,52
0.1,1.0,0.01,0.1,52,20,2.7667,0.1852,54
0.1,1.0,0.01,0.1,52,21,2.2,0.3396,53
0.1,1.0,0.01,0.1,52,22,2.7667,0.18,50
0.1,1.0,0.01,0.1,52,23,1.5333,0.4706,51
10.0,1.0,0.01,0.1,212,0,2.3333,0.4643,56
10.0,1.0,0.01,0.1,212,1,2.4667,0.3571,56
10.0,1.0,0.01,0.1,212,2,2.0667,0.42,50
10.0,1.0,0.01,0.1,212,3,3.0,0.1224,49
10.0,1.0,0.01,0.1,212,4,1.8,0.383,47
10.0,1.0,0.01,0.1,212,5,1.3667,0.5918,49
10.0,1.0,0.01,0.1,212,6,2.4667,0.2745,51
10.0,1.0,0.01,0.1,212,7,1.7,0.5556,54
10.0,1.0,0.01,0.1,212,8,2.4333,0.3137,51
10.0,1.0,0.01,0.1,212,9,2.3,0.2745,51
10.0,1.0,0.01,0.1,212,10,1.7333,0.3913,46
10.0,1.0,0.01,0.1,212,11,2.7667,0.2963,54
10.0,1.0,0.01,0.1,212,12,1.6333,0.451,51
10.0,1.0,0.01,0.1,212,13,1.8333,0.3929,56
10.0,1.0,0.01,0.1,212,14,1.6,0.5294,51
10.0,1.0,0.01,0.1,212,15,1.4,0.4082,49
10.0,1.0,0.01,0.1,212,16,1.2,0.54,50
10.0,1.0,0.01,0.1,212,17,1.6333,0.413,46
10.0,1.0,0.01,0.1,212,18,1.7333,0.4694,49
10.0,1.0,0.01,0.1,212,19,2.1667,0.2941,51
10.0,1.0,0.01,0.1,212,20,2.8333,0.1538,52
10.0,1.0,0.01,0.1,212,21,1.4,0.5472,53
10.0,1.0,0.01,0.1,212,22,2.4667,0.3036,56
10.0,1.0,0.01,0.1,212,23,1.3333,0.5283,53
0.1,0.1,1.0,0.01,39,0,3.2333,0.1964,56
0.1,0.1,1.0,0.01,39,1,3.4667,0.1053,57
0.1,0.1,1.0,0.01,39,2,2.8667,0.2545,55
0.1,0.1,1.0,0.01,39,3,3.0667,0.1667,54
0.1,0.1,1.0,0.01,39,4,2.6333,0.1509,53
0.1,0.1,1.0,0.01,39,5,2.8,0.2321,56
0.1,0.1,1.0,0.01,39,6,2.9,0.2037,54
0.1,0.1,1.0,0.01,39,7,2.9,0.1731,52
0.1,0.1,1.0,0.01,39,8,3.3,0.0909,55
0.1,0.1,1.0,0.01,39,9,3.1,0.1579,57
0.1,0.1,1.0,0.01,39,10,2.3667,0.2453,53
0.1,0.1,1.0,0.01,39,11,2.6,0.3393,56
0.1,0.1,1.0,0.01,39,12,2.7333,0.1481,54
0.1,0.1,1.0,0.01,39,13,2.3333,0.3091,55
0.1,0.1,1.0,0.01,39,14,3.1667,0.1404,57
0.1,0.1,1.0,0.01,39,15,2.3,0.2,55
0.1,0.1,1.0,0.01,39,16,2.6333,0.1698,53
0.1,0.1,1.0,0.01,39,17,2.6667,0.1803,61
0.1,0.1,1.0,0.01,39,18,2.9,0.1607,56
0.1,0.1,1.0,0.01,39,19,2.7,0.2075,53
0.1,0.1,1.0,0.01,39,20,3.2,0.1273,55
0.1,0.1,1.0,0.01,39,21,2.8667,0.1132,53
0.1,0.1,1.0,0.01,39,22,3.3,0.1333,60
0.1,0.1,1.0,0.01,39,23,2.3,0.1923,52
100.0,0.01,1.0,0.1,260,0,3.6667,0.0714,56
100.0,0.01,1.0,0.1,260,1,3.7333,0.0526,57
100.0,0.01,1.0,0.1,260,2,3.4,0.098,51
100.0,0.01,1.0,0.1,260,3,3.5,0.0741,54
100.0,0.01,1.0,0.1,260,4,3.2,0.0678,59
100.0,0.01,1.0,0.1,260,5,3.5333,0.0667,60
100.0,0.01,1.0,0.1,260,6,3.4,0.1333,60
100.0,0.01,1.0,0.1,260,7,3.6,0.0364,55
100.0,0.01,1.0,0.1,260,8,3.4,0.1091,55
100.0,0.01,1.0,0.1,260,9,3.5667,0.0526,57
100.0,0.01,1.0,0.1,260,10,3.3,0.037,54
100.0,0.01,1.0,0.1,260,11,3.5667,0.125,56
100.0,0.01,1.0,0.1,260,12,2.7667,0.1346,52
100.0,0.01,1.0,0.1,260,13,3.3,0.0333,60
100.0,0.01,1.0,0.1,260,14,3.3667,0.0741,54
100.0,0.01,1.0,0.1,260,15,2.8,0.0536,56
100.0,0.01,1.0,0.1,260,16,3.0333,0.037,54
100.0,0.01,1.0,0.1,260,17,3.1667,0.0536,56
100.0,0.01,1.0,0.1,260,18,3.0667,0.1321,53
100.0,0.01,1.0,0.1,260,19,3.4,0.0877,57
100.0,0.01,1.0,0.1,260,20,3.5,0.0556,54
100.0,0.01,1.0,0.1,260,21,3.0,0.1346,52
100.0,0.01,1.0,0.1,260,22,3.6667,0.0351,57
100.0,0.01,1.0,0.1,260,23,3.0333,0.1053,57
100.0,10.0,0.001,0.001,306,0,2.6667,0.3818,55
100.0,10.0,0.001,0.001,306,1,3.2333,0.2241,58
100.0,10.0,0.001,0.001,306,2,2.3333,0.4151,53
100.0,10.0,0.001,0.001,306,3,3.1,0.1765,51
100.0,10.0,0.001,0.001,306,4,2.2,0.2857,49
100.0,10.0,0.001,0.001,306,5,2.6667,0.2364,55
100.0,10.0,0.001,0.001,306,6,2.5667,0.3396,53
100.0,10.0,0.001,0.001,306,7,2.9333,0.2,50
100.0,10.0,0.001,0.001,306,8,2.7,0.2807,57
100.0,10.0,0.001,0.001,306,9,2.9667,0.2075,53
100.0,10.0,0.001,0.001,306,10,2.1667,0.3396,53
100.0,10.0,0.001,0.001,306,11,3.0667,0.2727,55
