LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,j,dag,nshd_c,tpr_c,size
0.1,0.01,0.001,0.1,8,0,3.0333,0.2115,52
0.1,0.01,0.001,0.1,8,1,3.4,0.1373,51
0.1,0.01,0.001,0.1,8,2,3.2333,0.1132,53
0.1,0.01,0.001,0.1,8,3,3.3,0.1,50
0.1,0.01,0.001,0.1,8,4,2.6333,0.18,50
0.1,0.01,0.001,0.1,8,5,2.7333,0.2115,52
0.1,0.01,0.001,0.1,8,6,3.0667,0.1569,51
0.1,0.01,0.001,0.1,8,7,3.1,0.1509,53
0.1,0.01,0.001,0.1,8,8,3.1,0.1455,55
0.1,0.01,0.001,0.1,8,9,3.2333,0.1296,54
0.1,0.01,0.001,0.1,8,10,2.5333,0.1961,51
0.1,0.01,0.001,0.1,8,11,3.2,0.2115,52
0.1,0.01,0.001,0.1,8,12,2.4,0.2857,56
0.1,0.01,0.001,0.1,8,13,2.7,0.2182,55
0.1,0.01,0.001,0.1,8,14,2.9667,0.1154,52
0.1,0.01,0.001,0.1,8,15,2.0,0.25,56
0.1,0.01,0.001,0.1,8,16,2.3667,0.1875,48
0.1,0.01,0.001,0.1,8,17,2.6333,0.1176,51
0.1,0.01,0.001,0.1,8,18,2.9,0.1698,53
0.1,0.01,0.001,0.1,8,19,3.0667,0.1429,56
0.1,0.01,0.001,0.1,8,20,3.4667,0.0727,55
0.1,0.01,0.001,0.1,8,21,2.8667,0.1964,56
0.1,0.01,0.001,0.1,8,22,3.0333,0.16,50
0.1,0.01,0.001,0.1,8,23,2.2667,0.2759,58
1.0,1.0,1.0,0.01,139,0,2.2,0.4655,58
1.0,1.0,1.0,0.01,139,1,2.1,0.4561,57
1.0,1.0,1.0,0.01,139,2,1.7333,0.5,48
1.0,1.0,1.0,0.01,139,3,2.0667,0.4545,55
1.0,1.0,1.0,0.01,139,4,1.6333,0.4565,46
1.0,1.0,1.0,0.01,139,5,1.6,0.5,52
1.0,1.0,1.0,0.01,139,6,2.3,0.3509,57
1.0,1.0,1.0,0.01,139,7,1.8,0.5179,56
1.0,1.0,1.0,0.01,139,8,1.8,0.5094,53
1.0,1.0,1.0,0.01,139,9,1.9333,0.4615,52
1.0,1.0,1.0,0.01,139,10,1.1667,0.6136,44
1.0,1.0,1.0,0.01,139,11,2.2333,0.4375,48
1.0,1.0,1.0,0.01,139,12,1.2667,0.5849,53
1.0,1.0,1.0,0.01,139,13,1.8,0.451,51
1.0,1.0,1.0,0.01,139,14,1.7333,0.5283,53
1.0,1.0,1.0,0.01,139,15,1.0,0.5625,48
1.0,1.0,1.0,0.01,139,16,1.3667,0.537,54
1.0,1.0,1.0,0.01,139,17,1.2333,0.5472,53
1.0,1.0,1.0,0.01,139,18,1.2667,0.6327,49
1.0,1.0,1.0,0.01,139,19,2.0,0.3333,48
1.0,1.0,1.0,0.01,139,20,2.2333,0.3265,49
1.0,1.0,1.0,0.01,139,21,1.3667,0.58,50
1.0,1.0,1.0,0.01,139,22,2.4667,0.2778,54
1.0,1.0,1.0,0.01,139,23,0.8,0.6875,48
100.0,1.0,0.001,0.01,287,0,2.4,0.3922,51
100.0,1.0,0.001,0.01,287,1,2.8333,0.2692,52
100.0,1.0,0.001,0.01,287,2,2.0,0.434,53
100.0,1.0,0.001,0.01,287,3,2.9667,0.2041,49
100.0,1.0,0.001,0.01,287,4,1.7,0.4118,51
100.0,1.0,0.001,0.01,287,5,1.8,0.4737,57
100.0,1.0,0.001,0.01,287,6,1.9667,0.4717,53
100.0,1.0,0.001,0.01,287,7,2.1333,0.42,50
100.0,1.0,0.001,0.01,287,8,1.8,0.5263,57
100.0,1.0,0.001,0.01,287,9,2.7667,0.2222,54
100.0,1.0,0.001,0.01,287,10,1.6333,0.3958,48
100.0,1.0,0.001,0.01,287,11,2.6667,0.3208,53
100.0,1.0,0.001,0.01,287,12,1.1,0.6545,55
100.0,1.0,0.001,0.01,287,13,2.2333,0.3,50
100.0,1.0,0.001,0.01,287,14,0.9667,0.717,53
100.0,1.0,0.001,0.01,287,15,1.2333,0.3913,46
100.0,1.0,0.001,0.01,287,16,0.8667,0.6296,54
100.0,1.0,0.001,0.01,287,17,1.3667,0.4906,53
100.0,1.0,0.001,0.01,287,18,1.0667,0.6604,53
100.0,1.0,0.001,0.01,287,19,2.1,0.3265,49
100.0,1.0,0.001,0.01,287,20,2.8667,0.1522,46
100.0,1.0,0.001,0.01,287,21,1.3667,0.6,50
100.0,1.0,0.001,0.01,287,22,2.6667,0.2115,52
100.0,1.0,0.001,0.01,287,23,0.9667,0.62,50
100.0,0.1,0.1,0.01,275,0,2.6,0.3137,51
100.0,0.1,0.1,0.01,275,1,2.7667,0.3,50
100.0,0.1,0.1,0.01,275,2,2.4667,0.2245,49
100.0,0.1,0.1,0.01,275,3,2.9333,0.1556,45
100.0,0.1,0.1,0.01,275,4,1.9,0.3333,48
100.0,0.1,0.1,0.01,275,5,2.0,0.3929,56
100.0,0.1,0.1,0.01,275,6,2.1333,0.4118,51
100.0,0.1,0.1,0.01,275,7,2.1667,0.4118,51
100.0,0.1,0.1,0.01,275,8,2.4667,0.3077,52
100.0,0.1,0.1,0.01,275,9,2.6333,0.2549,51
100.0,0.1,0.1,0.01,275,10,1.5333,0.4583,48
100.0,0.1,0.1,0.01,275,11,2.7,0.3148,54
100.0,0.1,0.1,0.01,275,12,1.2333,0.5849,53
100.0,0.1,0.1,0.01,275,13,2.3667,0.2353,51
100.0,0.1,0.1,0.01,275,14,1.6333,0.5185,54
100.0,0.1,0.1,0.01,275,15,1.1,0.4681,47
100.0,0.1,0.1,0.01,275,16,1.5,0.4364,55
100.0,0.1,0.1,0.01,275,17,1.5,0.44,50
100.0,0.1,0.1,0.01,275,18,1.4667,0.5385,52
100.0,0.1,0.1,0.01,275,19,2.2333,0.3,50
100.0,0.1,0.1,0.01,275,20,2.8333,0.1364,44
100.0,0.1,0.1,0.01,275,21,1.6333,0.5,48
100.0,0.1,0.1,0.01,275,22,2.4333,0.2857,49
100.0,0.1,0.1,0.01,275,23,1.2333,0.549,51
1.0,0.01,0.01,0.001,90,0,2.6667,0.3077,52
1.0,0.01,0.01,0.001,90,1,2.8333,0.2,50
1.0,0.01,0.01,0.001,90,2,2.0333,0.4464,56
1.0,0.01,0.01,0.001,90,3,2.7,0.2642,53
1.0,0.01,0.01,0.001,90,4,1.8667,0.3654,52
1.0,0.01,0.01,0.001,90,5,1.8,0.4615,52
1.0,0.01,0.01,0.001,90,6,2.2,0.4386,57
1.0,0.01,0.01,0.001,90,7,1.8,0.5094,53
1.0,0.01,0.01,0.001,90,8,2.3,0.3636,55
1.0,0.01,0.01,0.001,90,9,2.4667,0.3148,54
1.0,0.01,0.01,0.001,90,10,1.9,0.375,48
1.0,0.01,0.01,0.001,90,11,2.4333,0.4,55
1.0,0.01,0.01,0.001,90,12,1.3333,0.5686,51
1.0,0.01,0.01,0.001,90,13,2.1667,0.3269,52
1.0,0.01,0.01,0.001,90,14,1.9333,0.4444,54
1.0,0.01,0.01,0.001,90,15,1.4,0.4,50
1.0,0.01,0.01,0.001,90,16,1.6,0.4118,51
1.0,0.01,0.01,0.001,90,17,1.8667,0.3818,55
1.0,0.01,0.01,0.001,90,18,1.8,0.451,51
1.0,0.01,0.01,0.001,90,19,2.1667,0.3585,53
1.0,0.01,0.01,0.001,90,20,2.6667,0.22,50
1.0,0.01,0.01,0.001,90,21,1.9333,0.3958,48
1.0,0.01,0.01,0.001,90,22,2.5333,0.2857,56
1.0,0.01,0.01,0.001,90,23,1.7,0.4,50
10.0,0.1,0.001,0.1,188,0,3.2667,0.1964,56
10.0,0.1,0.001,0.1,188,1,3.2,0.1458,48
10.0,0.1,0.001,0.1,188,2,2.6333,0.2941,51
10.0,0.1,0.001,0.1,188,3,2.9,0.1633,49
10.0,0.1,0.001,0.1,188,4,2.5667,0.1111,45
10.0,0.1,0.001,0.1,188,5,3.0,0.08,50
10.0,0.1,0.001,0.1,188,6,2.9333,0.1429,49
10.0,0.1,0.001,0.1,188,7,3.2,0.0833,48
10.0,0.1,0.001,0.1,188,8,3.1333,0.098,51
10.0,0.1,0.001,0.1,188,9,3.0333,0.1224,49
10.0,0.1,0.001,0.1,188,10,2.4667,0.18,50
10.0,0.1,0.001,0.1,188,11,3.2333,0.1923,52
10.0,0.1,0.001,0.1,188,12,2.2,0.3269,52
10.0,0.1,0.001,0.1,188,13,2.7,0.1569,51
10.0,0.1,0.001,0.1,188,14,2.7333,0.1837,49
10.0,0.1,0.001,0.1,188,15,2.3,0.1538,52
10.0,0.1,0.001,0.1,188,16,2.6,0.1224,49
10.0,0.1,0.001,0.1,188,17,2.4,0.1333,45
10.0,0.1,0.001,0.1,188,18,2.6667,0.1961,51
10.0,0.1,0.001,0.1,188,19,3.0333,0.098,51
10.0,0.1,0.001,0.1,188,20,3.4,0.037,54
10.0,0.1,0.001,0.1,188,21,2.6333,0.2115,52
10.0,0.1,0.001,0.1,188,22,3.0333,0.16,50
10.0,0.1,0.001,0.1,188,23,2.6,0.1698,53
10.0,10.0,0.0,0.01,223,0,2.3333,0.4107,56
10.0,10.0,0.0,0.01,223,1,2.8333,0.2931,58
10.0,10.0,0.0,0.01,223,2,1.6,0.6087,46
10.0,10.0,0.0,0.01,223,3,2.9667,0.1277,47
10.0,10.0,0.0,0.01,223,4,1.3667,0.525,40
10.0,10.0,0.0,0.01,223,5,1.7,0.5106,47
10.0,10.0,0.0,0.01,223,6,2.1,0.4545,44
10.0,10.0,0.0,0.01,223,7,1.8333,0.5306,49
10.0,10.0,0.0,0.01,223,8,1.8,0.5102,49
10.0,10.0,0.0,0.01,223,9,2.5667,0.2642,53
10.0,10.0,0.0,0.01,223,10,1.3333,0.5455,44
10.0,10.0,0.0,0.01,223,11,2.8,0.2727,55
10.0,10.0,0.0,0.01,223,12,0.8667,0.7609,46
10.0,10.0,0.0,0.01,223,13,2.4667,0.2222,54
10.0,10.0,0.0,0.01,223,14,1.2667,0.6444,45
10.0,10.0,0.0,0.01,223,15,0.9667,0.5946,37
10.0,10.0,0.0,0.01,223,16,1.1333,0.5918,49
10.0,10.0,0.0,0.01,223,17,0.8333,0.7442,43
10.0,10.0,0.0,0.01,223,18,0.8667,0.8333,42
10.0,10.0,0.0,0.01,223,19,1.4333,0.6,35
10.0,10.0,0.0,0.01,223,20,2.9333,0.1224,49
10.0,10.0,0.0,0.01,223,21,1.2667,0.6364,44
10.0,10.0,0.0,0.01,223,22,2.5333,0.2778,54
10.0,10.0,0.0,0.01,223,23,0.6333,0.8293,41
1.0,0.01,0.01,0.01,91,0,3.2667,0.1569,51
1.0,0.01,0.01,0.01,91,1,3.4,0.0408,49
1.0,0.01,0.01,0.01,91,2,2.9,0.2037,54
1.0,0.01,0.01,0.01,91,3,3.0333,0.1277,47
1.0,0.01,0.01,0.01,91,4,2.7333,0.1,50
1.0,0.01,0.01,0.01,91,5,3.0,0.1481,54
1.0,0.01,0.01,0.01,91,6,3.0667,0.1321,53
1.0,0.01,0.01,0.01,91,7,3.2667,0.1481,54
1.0,0.01,0.01,0.01,91,8,3.1333,0.1176,51
1.0,0.01,0.01,0.01,91,9,3.2333,0.1132,53
1.0,0.01,0.01,0.01,91,10,2.3333,0.2692,52
1.0,0.01,0.01,0.01,91,11,3.1333,0.1887,53
1.0,0.01,0.01,0.01,91,12,2.7333,0.12,50
1.0,0.01,0.01,0.01,91,13,2.9,0.1346,52
1.0,0.01,0.01,0.01,91,14,2.6333,0.2264,53
1.0,0.01,0.01,0.01,91,15,2.2,0.2115,52
1.0,0.01,0.01,0.01,91,16,2.7333,0.1091,55
1.0,0.01,0.01,0.01,91,17,2.5667,0.1509,53
1.0,0.01,0.01,0.01,91,18,2.8667,0.1321,53
1.0,0.01,0.01,0.01,91,19,3.0333,0.1111,54
1.0,0.01,0.01,0.01,91,20,3.2667,0.098,51
1.0,0.01,0.01,0.01,91,21,2.4667,0.2963,54
1.0,0.01,0.01,0.01,91,22,3.4333,0.0192,52
1.0,0.01,0.01,0.01,91,23,2.2,0.2708,48
10.0,10.0,0.01,0.1,232,0,2.2333,0.4655,58
10.0,10.0,0.01,0.1,232,1,1.7667,0.5536,56
10.0,10.0,0.01,0.1,232,2,1.5,0.5882,51
10.0,10.0,0.01,0.1,232,3,2.8667,0.1875,48
10.0,10.0,0.01,0.1,232,4,1.4667,0.5102,49
10.0,10.0,0.01,0.1,232,5,1.1667,0.62,50
10.0,10.0,0.01,0.1,232,6,2.0333,0.4615,52
10.0,10.0,0.01,0.1,232,7,1.5,0.5849,53
10.0,10.0,0.01,0.1,232,8,1.8667,0.5179,56
10.0,10.0,0.01,0.1,232,9,1.9,0.4423,52
10.0,10.0,0.01,0.1,232,10,1.0667,0.6383,47
10.0,10.0,0.01,0.1,232,11,2.3333,0.3818,55
10.0,10.0,0.01,0.1,232,12,0.7667,0.78,50
10.0,10.0,0.01,0.1,232,13,1.6333,0.4815,54
10.0,10.0,0.01,0.1,232,14,1.1333,0.6792,53
10.0,10.0,0.01,0.1,232,15,1.1667,0.4468,47
10.0,10.0,0.01,0.1,232,16,0.8,0.6667,51
10.0,10.0,0.01,0.1,232,17,0.9667,0.6531,49
10.0,10.0,0.01,0.1,232,18,1.0,0.6735,49
10.0,10.0,0.01,0.1,232,19,1.4333,0.58,50
10.0,10.0,0.01,0.1,232,20,2.6333,0.2157,51
10.0,10.0,0.01,0.1,232,21,1.0,0.7255,51
10.0,10.0,0.01,0.1,232,22,2.4,0.2982,57
10.0,10.0,0.01,0.1,232,23,0.7333,0.7292,48
100.0,10.0,0.01,0.01,311,0,2.3667,0.4038,52
100.0,10.0,0.01,0.01,311,1,2.8667,0.2727,55
100.0,10.0,0.01,0.01,311,2,2.0,0.4444,54
100.0,10.0,0.01,0.01,311,3,2.9667,0.2041,49
100.0,10.0,0.01,0.01,311,4,1.7,0.42,50
100.0,10.0,0.01,0.01,311,5,2.0,0.4211,57
100.0,10.0,0.01,0.01,311,6,1.8667,0.5283,53
100.0,10.0,0.01,0.01,311,7,2.4,0.3333,51
100.0,10.0,0.01,0.01,311,8,1.9,0.4821,56
100.0,10.0,0.01,0.01,311,9,2.8667,0.1887,53
100.0,10.0,0.01,0.01,311,10,1.5333,0.4706,51
100.0,10.0,0.01,0.01,311,11,2.7333,0.3208,53
100.0,10.0,0.01,0.01,311,12,1.2333,0.5769,52
100.0,10.0,0.01,0.01,311,13,2.2333,0.3061,49
100.0,10.0,0.01,0.01,311,14,1.5333,0.5472,53
100.0,10.0,0.01,0.01,311,15,1.2,0.4783,46
100.0,10.0,0.01,0.01,311,16,1.1333,0.5926,54
100.0,10.0,0.01,0.01,311,17,1.3667,0.5294,51
100.0,10.0,0.01,0.01,311,18,1.2,0.6538,52
100.0,10.0,0.01,0.01,311,19,2.1667,0.3,50
100.0,10.0,0.01,0.01,311,20,2.8333,0.1739,46
100.0,10.0,0.01,0.01,311,21,1.4333,0.5882,51
100.0,10.0,0.01,0.01,311,22,2.6667,0.2115,52
100.0,10.0,0.01,0.01,311,23,0.8333,0.66,50
0.1,0.1,0.0,0.001,22,0,2.4,0.3846,52
0.1,0.1,0.0,0.001,22,1,2.3,0.4,50
0.1,0.1,0.0,0.001,22,2,1.8667,0.4808,52
0.1,0.1,0.0,0.001,22,3,2.4333,0.34,50
0.1,0.1,0.0,0.001,22,4,1.8333,0.3725,51
0.1,0.1,0.0,0.001,22,5,1.8,0.463,54
0.1,0.1,0.0,0.001,22,6,1.9667,0.4706,51
0.1,0.1,0.0,0.001,22,7,2.0333,0.463,54
0.1,0.1,0.0,0.001,22,8,2.3667,0.3125,48
0.1,0.1,0.0,0.001,22,9,2.0,0.4259,54
0.1,0.1,0.0,0.001,22,10,1.7333,0.375,48
0.1,0.1,0.0,0.001,22,11,2.3333,0.4231,52
0.1,0.1,0.0,0.001,22,12,1.3667,0.566,53
0.1,0.1,0.0,0.001,22,13,1.7667,0.4231,52
0.1,0.1,0.0,0.001,22,14,1.8,0.48,50
0.1,0.1,0.0,0.001,22,15,1.7,0.3061,49
0.1,0.1,0.0,0.001,22,16,1.0,0.6226,53
0.1,0.1,0.0,0.001,22,17,1.3667,0.54,50
0.1,0.1,0.0,0.001,22,18,1.3667,0.5741,54
0.1,0.1,0.0,0.001,22,19,1.7667,0.4375,48
0.1,0.1,0.0,0.001,22,20,2.5,0.2941,51
0.1,0.1,0.0,0.001,22,21,1.8,0.4821,56
0.1,0.1,0.0,0.001,22,22,2.5667,0.2453,53
0.1,0.1,0.0,0.001,22,23,1.1667,0.56,50
0.1,10.0,0.1,0.001,74,0,2.8667,0.3559,59
0.1,10.0,0.1,0.001,74,1,3.5,0.1833,60
0.1,10.0,0.1,0.001,74,2,2.6667,0.3214,56
0.1,10.0,0.1,0.001,74,3,3.2667,0.1481,54
0.1,10.0,0.1,0.001,74,4,2.3667,0.2909,55
0.1,10.0,0.1,0.001,74,5,2.7,0.2453,53
0.1,10.0,0.1,0.001,74,6,2.9667,0.2222,54
0.1,10.0,0.1,0.001,74,7,3.2,0.14,50
0.1,10.0,0.1,0.001,74,8,3.0667,0.2281,57
0.1,10.0,0.1,0.001,74,9,3.2667,0.1607,56
0.1,10.0,0.1,0.001,74,10,2.4333,0.2593,54
0.1,10.0,0.1,0.001,74,11,3.4333,0.2,60
0.1,10.0,0.1,0.001,74,12,2.2,0.3462,52
0.1,10.0,0.1,0.001,74,13,2.7667,0.1961,51
0.1,10.0,0.1,0.001,74,14,2.7333,0.2712,59
0.1,10.0,0.1,0.001,74,15,1.8667,0.3333,54
0.1,10.0,0.1,0.001,74,16,2.1667,0.3269,52
0.1,10.0,0.1,0.001,74,17,2.2333,0.3269,52
0.1,10.0,0.1,0.001,74,18,2.7333,0.2459,61
0.1,10.0,0.1,0.001,74,19,2.7,0.2679,56
0.1,10.0,0.1,0.001,74,20,3.3,0.1296,54
0.1,10.0,0.1,0.001,74,21,2.8333,0.2037,54
0.1,10.0,0.1,0.001,74,22,2.9667,0.2241,58
0.1,10.0,0.1,0.001,74,23,2.0333,0.3462,52
10.0,1.0,1.0,0.1,220,0,2.2,0.463,54
10.0,1.0,1.0,0.1,220,1,2.5,0.3333,54
10.0,1.0,1.0,0.1,220,2,2.5333,0.2941,51
10.0,1.0,1.0,0.1,220,3,3.0333,0.1458,48
10.0,1.0,1.0,0.1,220,4,1.8667,0.3617,47
10.0,1.0,1.0,0.1,220,5,2.0,0.3774,53
10.0,1.0,1.0,0.1,220,6,2.2333,0.3962,53
10.0,1.0,1.0,0.1,220,7,1.9667,0.4727,55
10.0,1.0,1.0,0.1,220,8,2.2667,0.3725,51
10.0,1.0,1.0,0.1,220,9,2.6667,0.2222,54
10.0,1.0,1.0,0.1,220,10,1.5667,0.4583,48
10.0,1.0,1.0,0.1,220,11,2.6,0.3396,53
10.0,1.0,1.0,0.1,220,12,1.4333,0.5686,51
10.0,1.0,1.0,0.1,220,13,1.9333,0.4182,55
10.0,1.0,1.0,0.1,220,14,1.9667,0.4082,49
10.0,1.0,1.0,0.1,220,15,1.2667,0.42,50
10.0,1.0,1.0,0.1,220,16,1.9667,0.3137,51
10.0,1.0,1.0,0.1,220,17,1.4333,0.449,49
10.0,1.0,1.0,0.1,220,18,1.6333,0.46,50
10.0,1.0,1.0,0.1,220,19,2.0667,0.3333,54
10.0,1.0,1.0,0.1,220,20,3.0,0.1636,55
10.0,1.0,1.0,0.1,220,21,1.5667,0.5472,53
10.0,1.0,1.0,0.1,220,22,2.5,0.2909,55
10.0,1.0,1.0,0.1,220,23,1.6,0.4038,52
10.0,1.0,0.1,0.1,216,0,2.5333,0.3636,55
10.0,1.0,0.1,0.1,216,1,2.6,0.3148,54
10.0,1.0,0.1,0.1,216,2,2.1333,0.36,50
10.0,1.0,0.1,0.1,216,3,2.9333,0.1739,46
10.0,1.0,0.1,0.1,216,4,1.9,0.3878,49
10.0,1.0,0.1,0.1,216,5,1.6,0.5532,47
10.0,1.0,0.1,0.1,216,6,1.9333,0.5,50
10.0,1.0,0.1,0.1,216,7,1.9,0.4615,52
10.0,1.0,0.1,0.1,216,8,2.3333,0.3269,52
10.0,1.0,0.1,0.1,216,9,2.6667,0.2222,54
10.0,1.0,0.1,0.1,216,10,1.7,0.4255,47
10.0,1.0,0.1,0.1,216,11,2.4333,0.4038,52
10.0,1.0,0.1,0.1,216,12,1.4,0.5385,52
10.0,1.0,0.1,0.1,216,13,2.5,0.2143,56
10.0,1.0,0.1,0.1,216,14,1.5,0.549,51
10.0,1.0,0.1,0.1,216,15,1.3,0.4286,49
10.0,1.0,0.1,0.1,216,16,1.6,0.4118,51
10.0,1.0,0.1,0.1,216,17,1.6667,0.4074,54
10.0,1.0,0.1,0.1,216,18,1.3,0.5745,47
10.0,1.0,0.1,0.1,216,19,1.8667,0.4074,54
10.0,1.0,0.1,0.1,216,20,2.8667,0.1538,52
10.0,1.0,0.1,0.1,216,21,1.5333,0.4902,51
10.0,1.0,0.1,0.1,216,22,2.5333,0.2453,53
10.0,1.0,0.1,0.1,216,23,1.2,0.549,51
0.1,1.0,0.1,0.001,54,0,2.6333,0.3696,46
0.1,1.0,0.1,0.001,54,1,3.3333,0.2069,58
0.1,1.0,0.1,0.001,54,2,2.4333,0.3774,53
0.1,1.0,0.1,0.001,54,3,2.8,0.1818,44
0.1,1.0,0.1,0.001,54,4,2.1667,0.2941,51
0.1,1.0,0.1,0.001,54,5,2.3667,0.3191,47
0.1,1.0,0.1,0.001,54,6,2.6,0.3519,54
0.1,1.0,0.1,0.001,54,7,2.7,0.2766,47
0.1,1.0,0.1,0.001,54,8,2.5333,0.3396,53
0.1,1.0,0.1,0.001,54,9,2.6667,0.2558,43
0.1,1.0,0.1,0.001,54,10,2.2,0.3208,53
0.1,1.0,0.1,0.001,54,11,2.7,0.3462,52
0.1,1.0,0.1,0.001,54,12,2.1667,0.3269,52
0.1,1.0,0.1,0.001,54,13,2.4333,0.2558,43
0.1,1.0,0.1,0.001,54,14,2.4667,0.3208,53
0.1,1.0,0.1,0.001,54,15,1.4667,0.4314,51
0.1,1.0,0.1,0.001,54,16,1.9333,0.3922,51
0.1,1.0,0.1,0.001,54,17,2.1333,0.3585,53
0.1,1.0,0.1,0.001,54,18,2.0333,0.4364,55
0.1,1.0,0.1,0.001,54,19,2.5,0.2963,54
0.1,1.0,0.1,0.001,54,20,2.9667,0.1667,48
0.1,1.0,0.1,0.001,54,21,2.6333,0.2453,53
0.1,1.0,0.1,0.001,54,22,2.7,0.24,50
0.1,1.0,0.1,0.001,54,23,1.7333,0.4314,51
10.0,0.01,0.001,0.1,168,0,3.1667,0.1739,46
10.0,0.01,0.001,0.1,168,1,3.3667,0.1224,49
10.0,0.01,0.001,0.1,168,2,3.1,0.1224,49
10.0,0.01,0.001,0.1,168,3,3.3,0.0962,52
10.0,0.01,0.001,0.1,168,4,2.4333,0.1667,48
10.0,0.01,0.001,0.1,168,5,2.9667,0.1224,49
10.0,0.01,0.001,0.1,168,6,3.2333,0.1458,48
10.0,0.01,0.001,0.1,168,7,3.2667,0.0408,49
10.0,0.01,0.001,0.1,168,8,3.3333,0.1132,53
10.0,0.01,0.001,0.1,168,9,3.3667,0.0408,49
10.0,0.01,0.001,0.1,168,10,2.9667,0.06,50
10.0,0.01,0.001,0.1,168,11,3.4667,0.102,49
10.0,0.01,0.001,0.1,168,12,2.9333,0.1154,52
10.0,0.01,0.001,0.1,168,13,2.9,0.1042,48
10.0,0.01,0.001,0.1,168,14,3.2333,0.0566,53
10.0,0.01,0.001,0.1,168,15,2.5,0.08,50
10.0,0.01,0.001,0.1,168,16,2.6333,0.1698,53
10.0,0.01,0.001,0.1,168,17,2.6333,0.14,50
10.0,0.01,0.001,0.1,168,18,2.9667,0.1132,53
10.0,0.01,0.001,0.1,168,19,3.1667,0.02,50
10.0,0.01,0.001,0.1,168,20,3.3667,0.04,50
10.0,0.01,0.001,0.1,168,21,2.9667,0.1064,47
10.0,0.01,0.001,0.1,168,22,3.0333,0.18,50
10.0,0.01,0.001,0.1,168,23,2.5667,0.14,50
100.0,10.0,1.0,0.01,319,0,2.3333,0.4151,53
100.0,10.0,1.0,0.01,319,1,2.8667,0.2727,55
100.0,10.0,1.0,0.01,319,2,2.0333,0.4259,54
100.0,10.0,1.0,0.01,319,3,3.0,0.1837,49
100.0,10.0,1.0,0.01,319,4,1.7333,0.4,50
100.0,10.0,1.0,0.01,319,5,2.0,0.4107,56
100.0,10.0,1.0,0.01,319,6,1.9333,0.4906,53
100.0,10.0,1.0,0.01,319,7,2.3667,0.34,50
100.0,10.0,1.0,0.01,319,8,1.9,0.4821,56
100.0,10.0,1.0,0.01,319,9,2.8,0.1923,52
100.0,10.0,1.0,0.01,319,10,1.5333,0.4706,51
100.0,10.0,1.0,0.01,319,11,2.6667,0.3396,53
100.0,10.0,1.0,0.01,319,12,1.0667,0.6735,49
100.0,10.0,1.0,0.01,319,13,2.2333,0.3,50
100.0,10.0,1.0,0.01,319,14,1.5667,0.537,54
100.0,10.0,1.0,0.01,319,15,1.2,0.4783,46
100.0,10.0,1.0,0.01,319,16,1.1,0.6111,54
100.0,10.0,1.0,0.01,319,17,1.3667,0.5192,52
100.0,10.0,1.0,0.01,319,18,1.2333,0.6471,51
100.0,10.0,1.0,0.01,319,19,2.2,0.28,50
100.0,10.0,1.0,0.01,319,20,2.8333,0.1702,47
100.0,10.0,1.0,0.01,319,21,1.4,0.5962,52
100.0,10.0,1.0,0.01,319,22,2.6667,0.2115,52
100.0,10.0,1.0,0.01,319,23,0.8,0.6735,49
10.0,10.0,0.001,0.001,226,0,2.7667,0.375,56
10.0,10.0,0.001,0.001,226,1,3.4667,0.1695,59
10.0,10.0,0.001,0.001,226,2,2.3667,0.4151,53
10.0,10.0,0.001,0.001,226,3,3.0667,0.18,50
10.0,10.0,0.001,0.001,226,4,2.2,0.3269,52
10.0,10.0,0.001,0.001,226,5,2.6667,0.2407,54
10.0,10.0,0.001,0.001,226,6,2.8333,0.25,52
10.0,10.0,0.001,0.001,226,7,3.0,0.1875,48
10.0,10.0,0.001,0.001,226,8,3.0,0.2281,57
10.0,10.0,0.001,0.001,226,9,2.9333,0.2115,52
10.0,10.0,0.001,0.001,226,10,2.3,0.3019,53
10.0,10.0,0.001,0.001,226,11,3.2,0.2182,55
10.0,10.0,0.001,0.001,226,12,2.2,0.3529,51
10.0,10.0,0.001,0.001,226,13,2.6333,0.2083,48
10.0,10.0,0.001,0.001,226,14,2.3667,0.3571,56
10.0,10.0,0.001,0.001,226,15,1.6333,0.3725,51
10.0,10.0,0.001,0.001,226,16,1.8667,0.4151,53
10.0,10.0,0.001,0.001,226,17,2.1667,0.3462,52
10.0,10.0,0.001,0.001,226,18,2.3333,0.3509,57
10.0,10.0,0.001,0.001,226,19,2.6667,0.2727,55
10.0,10.0,0.001,0.001,226,20,3.0667,0.1569,51
10.0,10.0,0.001,0.001,226,21,2.7,0.2308,52
10.0,10.0,0.001,0.001,226,22,2.8667,0.2182,55
10.0,10.0,0.001,0.001,226,23,1.8,0.3962,53
100.0,0.1,0.001,0.1,268,0,3.1,0.2321,56
100.0,0.1,0.001,0.1,268,1,3.2,0.1277,47
100.0,0.1,0.001,0.1,268,2,3.0,0.1538,52
100.0,0.1,0.001,0.1,268,3,2.9333,0.1778,45
100.0,0.1,0.001,0.1,268,4,2.3667,0.2041,49
100.0,0.1,0.001,0.1,268,5,2.8667,0.1636,55
100.0,0.1,0.001,0.1,268,6,3.3333,0.0769,52
100.0,0.1,0.001,0.1,268,7,3.0333,0.1373,51
100.0,0.1,0.001,0.1,268,8,3.2333,0.12,50
100.0,0.1,0.001,0.1,268,9,3.2,0.0816,49
