MAX_SIZE,LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,z_RHO,z_MU,i,train_loss,val_loss,size,nshd_c,nshd,tpr,tpr_c,change_adj_count,graph_set
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,0,173.21507287794543,64.00940195719402,45,2.6666666666666665,2.6666666666666665,0.2318840579710145,0.35555555555555557,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,1,114.79392267042591,38.729884465535484,42,3.1333333333333333,3.1333333333333333,0.08955223880597014,0.14285714285714285,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,2,24.440995677824944,19.171739101409912,54,3.2,3.2,0.125,0.14814814814814814,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,3,211.83698051206528,158.402956644694,39,3.033333333333333,3.033333333333333,0.06349206349206349,0.10256410256410256,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,4,43.68004706598097,29.281867027282715,47,2.7,2.7,0.10416666666666667,0.10638297872340426,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,5,52.929019435759514,30.581573486328125,51,3.066666666666667,3.033333333333333,0.10526315789473684,0.09803921568627451,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,6,27.0471310769358,15.317258993784586,54,3.4,3.3666666666666667,0.109375,0.1111111111111111,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,7,48.884644785235004,25.315020243326824,42,2.966666666666667,2.966666666666667,0.08064516129032258,0.11904761904761904,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,8,36.88098458320864,20.863839149475098,51,3.2666666666666666,3.1666666666666665,0.12698412698412698,0.09803921568627451,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,9,82.10685348510742,36.692385037740074,40,3.0,3.0,0.06557377049180328,0.1,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,10,17.665255423515074,11.977181434631348,56,2.8666666666666667,2.8333333333333335,0.19607843137254902,0.16071428571428573,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,11,117.03100659770351,56.41937446594238,42,2.933333333333333,2.9,0.14705882352941177,0.21428571428571427,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,12,15.071664194906912,8.545296827952066,57,3.066666666666667,3.066666666666667,0.1509433962264151,0.14035087719298245,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,13,103.77942411361202,55.87357838948568,39,2.466666666666667,2.433333333333333,0.1509433962264151,0.1794871794871795,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,14,15.31002426147461,12.201249440511068,53,3.2666666666666666,3.2333333333333334,0.05084745762711865,0.03773584905660377,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.004040181452273199,0.0280244755372679,0.220018032970804,15,8.162549388024114,7.058342536290486,56,2.9,2.8666666666666667,0.07142857142857142,0.03571428571428571,5,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
