MAX_SIZE,LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,z_RHO,z_MU,i,train_loss,val_loss,size,nshd_c,nshd,tpr,tpr_c,change_adj_count,graph_set
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,0,1.74803863033172,1.49083343148232,62,1.06666666666667,1.03333333333333,0.72463768115942,0.790322580645161,122,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,1,1.43208582170548,1.20364885528882,63,0.5,0.4,0.880597014925373,0.888888888888889,127,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,2,1.44347111640438,1.1901674369971,54,0.433333333333333,0.4,0.828125,0.962962962962963,101,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,3,2.28421010701887,1.69398650527,72,1.4,1.4,0.73015873015873,0.638888888888889,167,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,4,1.49982122452028,2.52055077751478,44,0.733333333333333,0.733333333333333,0.708333333333333,0.772727272727273,95,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,5,1.36302775913669,1.05708247919877,51,0.2,0.2,0.894736842105263,1,80,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,6,1.65807050851084,1.2944357295831,62,0.933333333333333,0.933333333333333,0.765625,0.790322580645161,106,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,7,1.53586143832053,1.20217267672221,58,0.6,0.6,0.82258064516129,0.879310344827586,147,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,8,1.44482199030538,1.14207064112027,55,0.333333333333333,0.266666666666667,0.873015873015873,0.963636363636364,90,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,9,1.45556920959104,1.21475935975711,58,0.8,0.766666666666667,0.786885245901639,0.810344827586207,106,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,10,1.41574100717422,1.15389758348465,47,0.6,0.566666666666667,0.784313725490196,0.829787234042553,67,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,11,1.65185351525584,1.2643875281016,66,0.666666666666667,0.666666666666667,0.838235294117647,0.863636363636364,119,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,12,1.42225546413852,1.14866607387861,52,0.566666666666667,0.566666666666667,0.830188679245283,0.846153846153846,76,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,13,1.4756409064416,1.24274551868439,48,0.566666666666667,0.5,0.811320754716981,0.854166666666667,91,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,14,1.38286485018269,1.13799205919107,54,0.3,0.233333333333333,0.898305084745763,0.944444444444444,76,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,15,1.33469054775853,1.1359541118145,39,0.7,0.633333333333333,0.714285714285714,0.717948717948718,53,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,16,1.27085532103815,1.05189043283463,46,0.233333333333333,0.133333333333333,0.92,0.934782608695652,65,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,17,1.31029668065809,1.03730073571205,46,0.166666666666667,0.166666666666667,0.918367346938775,0.978260869565217,62,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,18,1.36953195256572,1.11176967124144,52,0.333333333333333,0.2,0.910714285714286,0.903846153846154,75,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
