MAX_SIZE,LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,z_RHO,z_MU,i,train_loss,val_loss,size,nshd_c,nshd,tpr,tpr_c,change_adj_count
66,23.6680752695976,2.41250986258825,1.11764684522233,0.0114676878855546,0.690409125553311,0.436494776932365,0,1.50737911655057,11.93539138635,45,2.4,2.4,0.156862745098039,0.177777777777778,123
66,23.6680752695976,2.41250986258825,1.11764684522233,0.0114676878855546,0.690409125553311,0.436494776932365,1,2.02147375768231,15.4397546450297,48,2.46666666666667,2.4,0.27536231884058,0.354166666666667,131
66,23.6680752695976,2.41250986258825,1.11764684522233,0.0114676878855546,0.690409125553311,0.436494776932365,2,1.72385599728554,13.4534436861674,49,2.26666666666667,2.16666666666667,0.321428571428571,0.306122448979592,136
66,23.6680752695976,2.41250986258825,1.11764684522233,0.0114676878855546,0.690409125553311,0.436494776932365,3,3.42482926384095,31.8807916641235,46,3.06666666666667,3.06666666666667,0.138888888888889,0.217391304347826,122
66,23.6680752695976,2.41250986258825,1.11764684522233,0.0114676878855546,0.690409125553311,0.436494776932365,4,2.51966971928074,26.7264156341553,47,3.06666666666667,3.06666666666667,0.114285714285714,0.170212765957447,98
66,23.6680752695976,2.41250986258825,1.11764684522233,0.0114676878855546,0.690409125553311,0.436494776932365,5,1.6781176136386,16.405255873998,45,2.53333333333333,2.53333333333333,0.208955223880597,0.311111111111111,99
72,0.192805596359705,11.2215529255975,1.58652029214605,0.0649118206204915,0.257786996068811,0.110866557791002,0,1.74121270641204,9.84663367271423,48,2.56666666666667,2.46666666666667,0.196078431372549,0.145833333333333,86
72,0.192805596359705,11.2215529255975,1.58652029214605,0.0649118206204915,0.257786996068811,0.110866557791002,1,1.84861467346068,13.0313970247904,52,2.26666666666667,2.13333333333333,0.376811594202899,0.423076923076923,109
72,0.192805596359705,11.2215529255975,1.58652029214605,0.0649118206204915,0.257786996068811,0.110866557791002,2,1.77591370767163,16.9519925117493,55,2.26666666666667,2.23333333333333,0.339285714285714,0.327272727272727,109
72,0.192805596359705,11.2215529255975,1.58652029214605,0.0649118206204915,0.257786996068811,0.110866557791002,3,3.17964256963422,37.3062372207642,48,3.3,3.3,0.0833333333333333,0.125,90
72,0.192805596359705,11.2215529255975,1.58652029214605,0.0649118206204915,0.257786996068811,0.110866557791002,4,2.16595250944937,23.8890285491943,54,2.86666666666667,2.9,0.228571428571429,0.314814814814815,84
72,0.192805596359705,11.2215529255975,1.58652029214605,0.0649118206204915,0.257786996068811,0.110866557791002,5,1.48327936664704,15.0687634150187,47,2.36666666666667,2.33333333333333,0.253731343283582,0.340425531914894,100
72,0.151947034656224,2.19976773549184,0.070640228622604,0.040233092159319,0.882501907851388,0.0219759960917681,0,1.38758783955728,9.18693188826243,49,2.33333333333333,2.33333333333333,0.215686274509804,0.224489795918367,53
72,0.151947034656224,2.19976773549184,0.070640228622604,0.040233092159319,0.882501907851388,0.0219759960917681,1,1.88016819761645,12.7985039552053,51,2.93333333333333,2.93333333333333,0.173913043478261,0.235294117647059,66
72,0.151947034656224,2.19976773549184,0.070640228622604,0.040233092159319,0.882501907851388,0.0219759960917681,2,1.2930956021432,12.6763156255086,54,2.36666666666667,2.36666666666667,0.267857142857143,0.277777777777778,58
72,0.151947034656224,2.19976773549184,0.070640228622604,0.040233092159319,0.882501907851388,0.0219759960917681,3,2.66348737285983,18.7164634863536,53,3.3,3.26666666666667,0.152777777777778,0.188679245283019,54
72,0.151947034656224,2.19976773549184,0.070640228622604,0.040233092159319,0.882501907851388,0.0219759960917681,4,1.78195577667606,29.4398285547892,52,3.26666666666667,3.23333333333333,0.128571428571429,0.153846153846154,58
72,0.151947034656224,2.19976773549184,0.070640228622604,0.040233092159319,0.882501907851388,0.0219759960917681,5,1.36335253523242,19.5286348660787,50,3,2.93333333333333,0.134328358208955,0.14,61
84,0.0568686735128488,0.236544171296778,1.57884615098848,0.0188717138171051,0.142894206510605,0.0940538692841981,0,2.5534199987139,8.46285724639893,68,3.03333333333333,3.03333333333333,0.215686274509804,0.161764705882353,109
84,0.0568686735128488,0.236544171296778,1.57884615098848,0.0188717138171051,0.142894206510605,0.0940538692841981,1,3.67986914089748,5.4552435874939,67,3.53333333333333,3.46666666666667,0.217391304347826,0.194029850746269,110
84,0.0568686735128488,0.236544171296778,1.57884615098848,0.0188717138171051,0.142894206510605,0.0940538692841981,2,2.06493064335414,12.9797458648682,69,3.33333333333333,3.3,0.196428571428571,0.144927536231884,114
84,0.0568686735128488,0.236544171296778,1.57884615098848,0.0188717138171051,0.142894206510605,0.0940538692841981,3,4.31858328410557,28.22971534729,66,3.66666666666667,3.63333333333333,0.166666666666667,0.166666666666667,89
84,0.0568686735128488,0.236544171296778,1.57884615098848,0.0188717138171051,0.142894206510605,0.0940538692841981,4,3.44115795407976,12.0001754760742,66,3.7,3.7,0.114285714285714,0.121212121212121,112
84,0.0568686735128488,0.236544171296778,1.57884615098848,0.0188717138171051,0.142894206510605,0.0940538692841981,5,3.66055158206395,14.7336587905884,67,3.63333333333333,3.6,0.134328358208955,0.119402985074627,115
84,4.86521402870552,0.139056406579972,0.947141033240841,0.000471431777624192,0.0754960014962566,1.22383550428731,0,7.9299955368042,12.8248081207275,66,3.43333333333333,3.43333333333333,0.0784313725490196,0.0606060606060606,48
84,4.86521402870552,0.139056406579972,0.947141033240841,0.000471431777624192,0.0754960014962566,1.22383550428731,1,8.00188541412354,9.38615989685059,72,3.86666666666667,3.8,0.188405797101449,0.152777777777778,54
