MAX_SIZE,LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,z_RHO,z_MU,i,train_loss,val_loss,size,nshd_c,nshd,tpr,tpr_c,change_adj_count
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,0,10.10479606628418,4.175276546478272,188,5.933333333333334,5.866666666666666,0.5652173913043478,0.19680851063829788,222
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,1,16.143364715576173,4.714634923934937,184,5.433333333333334,5.3,0.6417910447761194,0.21195652173913043,221
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,2,2.9351342096328734,7.004002056121826,85,1.6,1.5333333333333334,0.78125,0.5647058823529412,217
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,3,128.64763175201415,29.177248764038087,196,6.3,6.266666666666667,0.5238095238095238,0.16326530612244897,223
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,4,4.90922414970398,4.503778409957886,100,3.066666666666667,2.8333333333333335,0.625,0.23,220
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,5,5.158624736785889,8.363729038238525,141,4.1,4.066666666666666,0.6140350877192983,0.24113475177304963,222
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,6,2.895132709503174,5.082183208465576,103,2.433333333333333,2.4,0.6875,0.4174757281553398,221
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,7,4.706027317047119,2.791442618370056,135,3.9,3.8666666666666667,0.6290322580645161,0.2814814814814815,223
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,8,3.658726329803467,5.052511196136475,102,2.466666666666667,2.3,0.746031746031746,0.4117647058823529,220
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,9,7.246165054321289,11.615455684661866,153,4.633333333333334,4.566666666666666,0.5901639344262295,0.2222222222222222,221
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,10,2.596567093849182,3.1419230937957763,74,1.8333333333333333,1.8,0.6470588235294118,0.43243243243243246,212
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,11,10.868621284484863,7.373595542907715,177,5.066666666666666,5.0,0.6617647058823529,0.24293785310734464,223
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,12,2.2810611381530763,3.1111608123779297,73,1.4333333333333333,1.4,0.7547169811320755,0.5342465753424658,221
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,13,8.128652835845948,4.820518932342529,146,4.3,4.233333333333333,0.660377358490566,0.22602739726027396,223
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,14,2.462247043609619,2.291570420265198,69,1.0333333333333334,1.0,0.7966101694915254,0.6666666666666666,209
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,15,1.6550962867736816,2.739600868225098,48,0.7333333333333333,0.7333333333333333,0.7619047619047619,0.6666666666666666,175
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,16,1.805220887184143,1.8807729625701903,56,0.6666666666666666,0.6,0.84,0.7142857142857143,196
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,17,2.4956968927383425,2.558698825836182,59,0.9,0.7333333333333333,0.8571428571428571,0.6271186440677966,216
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,18,2.711411135673523,4.466512260437011,70,1.1666666666666667,1.0666666666666667,0.7857142857142857,0.5857142857142857,216
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,19,2.474994221687317,5.12923939704895,93,2.3333333333333335,2.1,0.7192982456140351,0.3655913978494624,220
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,20,33.54811972808838,8.329921970367431,212,6.666666666666667,6.566666666666666,0.5932203389830508,0.1509433962264151,222
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,21,2.7080247259140013,2.292672472000122,80,1.6,1.5,0.7894736842105263,0.525,220
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,22,16.04513714981079,7.343896541595459,170,5.333333333333333,5.333333333333333,0.5666666666666667,0.2,223
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,0.157451211201,0.00120806965197976,23,2.1240359592437743,1.7942012310028077,78,1.4666666666666666,1.4,0.8163265306122449,0.48717948717948717,220
