MAX_SIZE,LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,z_RHO,z_MU,DAGS,i,train_loss,val_loss,size,nshd_c,nshd,tpr,prec_c,change_adj_count,graph_set
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",0,127.25743286132813,163.93467864990234,0,2.3,2.3,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",1,69.0824373626709,128.88991333007812,0,2.2333333333333334,2.2333333333333334,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",2,18.218667823791503,25.650879554748535,0,2.1333333333333333,2.1333333333333333,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",3,164.2531153564453,315.0177307128906,0,2.1,2.1,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",4,25.24159861755371,47.10995132446289,0,1.6,1.6,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",5,23.9033726272583,46.30685188293457,0,1.9,1.9,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",6,17.682278450012205,30.1129150390625,0,2.1333333333333333,2.1333333333333333,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",7,28.6886245803833,57.62571037292481,0,2.066666666666667,2.066666666666667,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",8,23.50642876815796,38.032103080749515,0,2.1,2.1,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",9,45.01479756164551,97.36674911499023,0,2.033333333333333,2.033333333333333,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",10,12.215396297454834,18.699432067871093,0,1.7,1.7,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",11,65.62835069274902,123.8772883605957,0,2.2666666666666666,2.2666666666666666,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",12,9.487718278884888,14.343944244384765,0,1.7666666666666666,1.7666666666666666,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",13,44.43904567718506,101.17198867797852,0,1.7666666666666666,1.7666666666666666,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
,27.13959516077541,0.8785929148606203,0.00011373901985660933,0.00161584503375007,0.157451211201,0.00120806965197976,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags",14,11.385414520263671,17.370573692321777,0,1.9666666666666666,1.9666666666666666,0.0,0.0,24,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
