MAX_SIZE,LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,z_RHO,z_MU,i,train_loss,val_loss,size,nshd_c,nshd,tpr,tpr_c,change_adj_count,graph_set
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,0,2.0095253202223007,1.8028815885384877,63,1.8,1.8333333333333333,0.5362318840579711,0.6031746031746031,112,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,1,2.2301020487662284,3.6063197255134583,73,1.5333333333333334,1.5333333333333334,0.6865671641791045,0.6301369863013698,106,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,2,1.5999297615020507,2.0778968830903373,60,0.6333333333333333,0.5333333333333333,0.84375,0.85,85,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,3,2.253562250444966,28.582297166188557,83,2.4,2.3666666666666667,0.5714285714285714,0.42168674698795183,910,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,4,1.8231832154335514,2.5286325911680856,52,1.3,1.2333333333333334,0.625,0.5384615384615384,77,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,5,1.4603997872721763,1.1492335796356201,58,0.3333333333333333,0.3333333333333333,0.9122807017543859,0.896551724137931,125,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,6,1.6286532321283895,1.7706763744354248,68,1.4333333333333333,1.3333333333333333,0.703125,0.6176470588235294,77,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,7,2.186038015350219,2.0598932007948556,74,2.066666666666667,2.066666666666667,0.5645161290322581,0.47297297297297297,98,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,8,1.6683123284770596,1.862936556339264,60,1.3,1.2333333333333334,0.6825396825396826,0.6833333333333333,80,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,9,2.3732287172348268,4.350754241148631,73,2.4,2.3333333333333335,0.4918032786885246,0.3835616438356164,84,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,10,1.377172710434083,1.1455763280391693,51,0.4,0.4,0.8823529411764706,0.8823529411764706,59,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,11,1.9286946942729335,13.475851655006409,66,1.4,1.4,0.6764705882352942,0.696969696969697,169,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
