MAX_SIZE,LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,z_RHO,z_MU,i,train_loss,val_loss,size,nshd_c,nshd,tpr,tpr_c,change_adj_count
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,0,1.04004544019699,5.12270148595174,58,0.633333333333333,0.633333333333333,0.842105263157895,0.827586206896552,217
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,1,1.04067211574124,3.51039783159892,59,0.766666666666667,0.766666666666667,0.807017543859649,0.779661016949153,179
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,2,1.20941692782987,8.83972764015198,57,1.7,1.63333333333333,0.56140350877193,0.526315789473684,186
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,3,1.04710515660624,2.16887901226679,59,0.866666666666667,0.9,0.771929824561403,0.76271186440678,252
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,4,1.0506124246505,9.38446855545044,58,0.8,0.866666666666667,0.736842105263158,0.758620689655172,150
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,5,0.980139628533394,2.30910521745682,58,0.9,0.866666666666667,0.771929824561403,0.741379310344828,170
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,6,0.998175171113783,1.01721676190694,59,0.4,0.366666666666667,0.912280701754386,0.864406779661017,193
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,7,0.969463104201901,3.27016373475393,59,0.733333333333333,0.733333333333333,0.789473684210526,0.76271186440678,159
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,8,1.02261185261511,2.12976928551992,58,0.366666666666667,0.366666666666667,0.894736842105263,0.879310344827586,110
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,9,1.06306205449566,1.11255198717117,58,0.466666666666667,0.4,0.894736842105263,0.844827586206896,120
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,10,1.01926356554031,8.18961556752523,58,1.06666666666667,1.1,0.701754385964912,0.706896551724138,166
60,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,11,1.1215799681602,3.25652738412221,58,1,1,0.736842105263158,0.724137931034483,113
,,,,,,,,,,,0.808,,,0.765,
,,,,,,,,,,,0.360,,,0.093,
