MAX_SIZE,LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,z_RHO,z_MU,i,train_loss,val_loss,size,nshd_c,nshd,tpr,tpr_c,change_adj_count,graph_set
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,0,1.70860421849835,1.34564500053724,63,0.933333333333333,0.933333333333333,0.753623188405797,0.825396825396825,152,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,1,1.64292666027623,1.23073188463847,70,0.733333333333333,0.633333333333333,0.880597014925373,0.8,142,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,2,1.49982472965794,1.15386145313581,57,0.4,0.366666666666667,0.859375,0.947368421052632,115,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,3,2.88879337618428,1.72293216983477,84,1.96666666666667,1.96666666666667,0.682539682539683,0.511904761904762,154,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,4,1.49456520618931,1.21111808220545,48,0.8,0.8,0.729166666666667,0.729166666666667,115,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,5,1.47175824449908,1.05613388121128,52,0.233333333333333,0.233333333333333,0.894736842105263,0.980769230769231,93,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,6,1.52652329783286,1.18777196606,68,0.866666666666667,0.866666666666667,0.828125,0.779411764705882,121,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,7,1.51781638206974,1.10826139648755,59,0.166666666666667,0.166666666666667,0.935483870967742,0.983050847457627,142,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,8,1.38247797566075,1.11346933245659,57,0.3,0.266666666666667,0.888888888888889,0.964912280701754,116,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,9,1.64021043239101,1.17555044094721,63,0.666666666666667,0.666666666666667,0.852459016393443,0.825396825396825,130,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,10,1.50295404080422,1.14928891261419,51,0.533333333333333,0.5,0.843137254901961,0.823529411764706,89,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,11,1.76087909360086,1.23584135373433,69,0.7,0.7,0.852941176470588,0.840579710144927,137,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,12,1.42255794232891,1.08357123533885,54,0.366666666666667,0.366666666666667,0.905660377358491,0.888888888888889,83,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,13,1.49414522032584,1.09731135269006,49,0.366666666666667,0.333333333333333,0.867924528301887,0.918367346938775,137,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,14,1.43020803889921,1.15406071146329,55,0.266666666666667,0.266666666666667,0.898305084745763,0.963636363636364,92,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,15,1.34448087792243,1.11464025080204,42,0.566666666666667,0.533333333333333,0.785714285714286,0.761904761904762,63,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,16,1.27037618237157,1.0455502619346,47,0.1,0.1,0.94,1,80,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,17,1.29290070841389,1.03193084398905,46,0.166666666666667,0.166666666666667,0.918367346938775,0.978260869565217,74,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
84,1,0.177138167187175,0.0216881787013694,0.000113389232350646,0.410122763411552,0.0102343788252807,18,1.36181583135359,1.0823399523894,54,0.166666666666667,0.166666666666667,0.928571428571429,0.962962962962963,83,"030_ER2_gaussian_ev_2022-08-12_BST_09:55:21,293_create_dags"
