MAX_SIZE,LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,z_RHO,z_MU,i,train_loss,val_loss,size,nshd_c,nshd,tpr,tpr_c,change_adj_count
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,0,1.83451146464194,46.5061759948731,58,2.36666666666667,2.43333333333333,0.347826086956522,0.448275862068966,321
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,1,1.40892914802797,34.1843735376994,56,1.9,1.76666666666667,0.462686567164179,0.482142857142857,280
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,2,1.01168629430955,11.1953802108765,51,2.06666666666667,1.96666666666667,0.359375,0.392156862745098,198
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,3,1.52018439769745,53.8682009379069,57,2.66666666666667,2.6,0.253968253968254,0.245614035087719,303
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,4,1.01531528272936,27.3048957188924,49,1.8,1.76666666666667,0.395833333333333,0.36734693877551,216
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,5,0.78197947817464,28.3027216593424,51,1.36666666666667,1.3,0.543859649122807,0.568627450980392,289
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,6,1.2518942125382,13.2110590934753,52,2.03333333333333,2.06666666666667,0.34375,0.442307692307692,178
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,7,1.36258048011411,5.82244372367859,57,1.76666666666667,1.66666666666667,0.516129032258065,0.508771929824561,214
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,8,1.22796968875393,17.2571345965068,54,2,1.9,0.412698412698413,0.425925925925926,183
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,9,1.30700888556819,21.8793085416158,54,1.9,1.76666666666667,0.442622950819672,0.425925925925926,239
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,10,0.85653156234372,7.82505965232849,49,1.2,1.23333333333333,0.529411764705882,0.571428571428571,175
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,11,1.30589691285164,23.3896299997965,52,1.8,1.73333333333333,0.455882352941176,0.557692307692308,264
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,12,0.876734929700052,3.4476926724116,53,1.06666666666667,1.23333333333333,0.584905660377358,0.679245283018868,135
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,13,1.09254942978582,16.1492330233256,55,1.6,1.6,0.528301886792453,0.509090909090909,268
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,14,1.07902918131121,4.90844408671061,52,1.66666666666667,1.66666666666667,0.389830508474576,0.442307692307692,134
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,15,0.718977899320664,2.96129592259725,45,1.2,1.1,0.523809523809524,0.422222222222222,194
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,16,0.859037616560536,3.31010897954305,53,1.43333333333333,1.3,0.56,0.452830188679245,160
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,17,0.766369669668136,4.5192403793335,49,1.2,1.13333333333333,0.551020408163265,0.510204081632653,153
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,18,0.837252668796047,8.21709760030111,50,1.16666666666667,1.16666666666667,0.589285714285714,0.66,156
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,19,0.75572584713659,7.40629617373149,51,2,1.83333333333333,0.385964912280702,0.333333333333333,244
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,20,1.27764238465217,25.5822690327962,54,2.23333333333333,2.13333333333333,0.35593220338983,0.333333333333333,316
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,21,0.979403490020383,4.97147862116496,53,1.43333333333333,1.36666666666667,0.543859649122807,0.547169811320755,225
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,22,1.35551433409414,29.7117535273234,54,2.46666666666667,2.46666666666667,0.283333333333333,0.314814814814815,273
66,5.69792034959308,0.16213500214616,0.00581130989059376,0.0040401814522732,0.0280244755372679,0.220018032970804,23,0.75914873999934,3.50385169188182,52,1,1,0.673469387755102,0.634615384615385,155
,,,,,,,,,,,1.722,,,0.470,
,,,,,,,,,,,0.464,,,0.111,
