LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,j,dag,nshd_c,tpr_c,size,"
Hyperparameter set"
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,14,0.5333,0.7857,42,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,15,0.5667,0.8491,53,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,16,0.3667,0.8814,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,17,1.1333,0.7049,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,18,0.1333,0.9808,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,19,0.8,0.7705,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,20,0.9333,0.6897,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,21,1.1333,0.6769,65,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,22,0.7333,0.7966,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,23,0.2667,0.9423,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,0,1.4333,0.5606,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,1,0.3667,0.8727,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,2,0.0667,0.9804,51,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,3,0.8,0.7857,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,4,0.3,0.875,48,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,5,0.4,0.9394,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,6,0.9,0.7119,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,7,1.4667,0.6119,67,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,8,0.5333,0.8571,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,9,0.1333,0.9796,49,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,10,0.9,0.7931,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,11,0.3333,0.9194,62,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,12,0.8333,0.7759,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,13,1.3333,0.6765,68,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,14,0.6,0.7561,41,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,15,0.7,0.8113,53,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,16,0.3667,0.8814,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,17,1.0667,0.7288,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,18,0.1333,0.9808,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,19,0.7667,0.7833,60,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,20,0.9,0.7018,57,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,21,1.3,0.6462,65,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,22,0.8,0.7797,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,23,0.2667,0.9423,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,0,1.3667,0.5781,64,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,1,0.3667,0.8727,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,2,0.0667,0.9804,51,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,3,0.7333,0.8036,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,4,0.3,0.875,48,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,5,0.4,0.9394,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,6,1.0,0.678,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,7,1.4,0.6232,69,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,8,0.5333,0.8571,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,9,0.1333,0.9796,49,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,10,0.9,0.7931,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,11,0.2333,0.9508,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,12,0.8667,0.7719,57,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,13,1.2,0.7059,68,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,14,0.6333,0.7381,42,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,15,0.7333,0.7963,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,16,0.5,0.8361,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,17,1.1667,0.7119,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,18,0.2333,0.9423,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,19,0.7,0.8,60,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,20,1.0,0.661,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,21,1.2333,0.6515,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,22,0.7333,0.7966,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,23,0.2667,0.9423,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,0,1.5333,0.5373,67,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,1,0.3667,0.8727,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,2,0.0667,0.9804,51,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,3,0.7667,0.8,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,4,0.3333,0.8723,47,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,5,0.5333,0.8986,69,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,6,0.9333,0.7069,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,7,1.3333,0.6618,68,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,8,0.5333,0.8571,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,9,0.1333,0.9796,49,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,10,0.8,0.8136,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,11,0.4667,0.875,64,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,12,0.9667,0.7414,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,13,1.1333,0.7206,68,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,14,0.5,0.7857,42,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,15,0.6333,0.8302,53,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,16,0.4,0.8793,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,17,1.1333,0.7049,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,18,0.1333,0.9808,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,19,0.7333,0.7966,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,20,0.9,0.7018,57,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,21,1.1667,0.6667,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,22,0.7333,0.7966,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,23,0.2667,0.9423,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,0,1.4,0.5714,63,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,1,0.3667,0.8727,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,2,0.0667,0.9804,51,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,3,0.8,0.7857,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,4,0.3333,0.8723,47,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,5,0.4667,0.9254,67,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,6,0.9667,0.6949,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,7,1.3333,0.6667,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,8,0.5333,0.8571,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,9,0.1333,0.9796,49,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,10,0.9,0.7931,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,11,0.4,0.9032,62,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,12,0.9,0.7586,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,13,1.2,0.7121,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,14,0.6333,0.7381,42,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,15,0.6667,0.8269,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,16,0.4,0.8793,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,17,1.0667,0.7288,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,18,0.1333,0.9808,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,19,0.7667,0.7833,60,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,20,0.9333,0.6897,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,21,1.2667,0.6364,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,22,0.7333,0.7966,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,23,0.2667,0.9423,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,0,1.4667,0.5538,65,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,1,0.3667,0.8727,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,2,0.0667,0.9804,51,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,3,0.8,0.7759,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,4,0.3333,0.8723,47,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,5,0.4333,0.9254,67,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,6,1.0333,0.678,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,7,1.2667,0.6866,67,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,8,0.5333,0.8571,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,9,0.1333,0.9796,49,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,10,0.9,0.7931,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,11,0.2333,0.9508,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,12,0.8667,0.7818,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,13,1.2,0.7121,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,14,0.5,0.8049,41,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,15,0.7667,0.7925,53,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,16,0.2667,0.9286,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,17,1.0333,0.7333,60,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,18,0.1333,0.9808,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,19,0.8333,0.7667,60,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,20,0.9333,0.6897,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,21,1.2,0.6615,65,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,22,0.6333,0.8276,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,23,0.2667,0.9423,52,STE_Logistic_84
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,10,0,1.5,0.5484,62,IMLE_Logistic_None
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,10,1,0.6,0.8302,53,IMLE_Logistic_None
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,10,2,0.7,0.7344,64,IMLE_Logistic_None
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,10,3,1.1,0.6935,62,IMLE_Logistic_None
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,10,4,0.5,0.8261,46,IMLE_Logistic_None
