LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,j,dag,nshd_c,tpr_c,size,"
Hyperparameter set"
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,9,23,1.3,0.6441,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,0,2.6333,0.369,84,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,1,0.1333,0.9851,67,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,2,0.7333,0.8148,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,3,0.6,0.8421,57,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,4,1.2,0.6912,68,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,5,0.3333,0.9483,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,6,0.4,0.9231,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,7,0.7,0.8462,65,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,8,0.8333,0.7586,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,9,1.7667,0.5952,84,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,10,0.1333,0.9811,53,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,11,0.7,0.7963,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,12,0.3667,0.9412,68,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,13,0.4667,0.8519,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,14,1.1333,0.7361,72,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,15,0.4,0.9259,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,16,0.1,1.0,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,17,2.2333,0.4578,83,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,18,1.5333,0.5595,84,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,19,0.0667,1.0,50,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,20,0.9667,0.7353,68,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,21,0.6667,0.8095,63,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,22,0.6,0.8276,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,7,23,0.6,0.8714,70,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,0,1.4,0.5968,62,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,1,0.4,0.9286,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,2,0.0,1.0,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,3,0.5333,0.8364,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,4,1.0,0.7302,63,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,5,0.8667,0.7656,64,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,6,0.5333,0.8923,65,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,7,1.2333,0.6441,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,8,0.6,0.8889,72,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,9,0.4333,0.88,50,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,10,1.0333,0.7321,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,11,1.0333,0.7143,63,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,12,0.2333,0.9583,48,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,13,0.7333,0.8704,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,14,0.1333,1.0,45,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,15,0.5,0.8475,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,16,0.5333,0.8679,53,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,17,0.6333,0.8594,64,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,18,0.0333,1.0,44,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,19,0.3333,0.9322,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,20,0.3667,0.918,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,21,0.4333,0.9273,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,22,0.5667,0.8485,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,6,23,0.3333,0.9206,63,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,0,0.2333,0.8966,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,1,0.6667,0.8167,60,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,2,0.5667,0.8596,57,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,3,0.4333,0.875,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,4,0.5,0.8689,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,5,0.8333,0.7576,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,6,0.9,0.7843,51,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,7,0.5667,0.8689,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,8,0.6667,0.8636,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,9,0.5333,0.871,62,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,10,2.1667,0.4559,68,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,11,0.2,0.9318,44,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,12,0.8333,0.7797,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,13,0.6,0.8889,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,14,0.6,0.8125,64,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,15,0.5,0.8491,53,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,16,0.9,0.791,67,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,17,0.3667,0.92,50,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,18,0.7,0.8361,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,19,0.4333,0.9242,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,20,0.7,0.8448,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,21,0.8333,0.7736,53,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,22,0.2,0.9643,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,8,23,0.6,0.8462,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,0,0.6333,0.8485,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,1,0.2,0.9434,53,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,2,0.6333,0.8194,72,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,3,1.1,0.7895,76,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,4,0.2,1.0,47,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,5,0.7667,0.803,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,6,0.8333,0.8143,70,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,7,0.3667,0.8519,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,8,0.5667,0.8462,65,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,9,1.2,0.7424,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,10,0.4667,0.8704,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,11,0.5667,0.7963,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,12,1.2333,0.7049,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,13,0.9,0.7018,57,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,14,0.4,0.9344,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,15,0.7333,0.7869,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,16,1.7667,0.5,62,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,17,0.3,0.9423,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,18,0.5667,0.9,60,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,19,1.0333,0.7879,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,20,0.9,0.8154,65,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,21,0.3333,0.898,49,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,22,0.5667,0.8696,46,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,2,23,0.7333,0.7778,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,0,0.3667,0.9464,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,1,0.7,0.8571,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,2,0.6,0.8958,48,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,3,0.5667,0.8276,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,4,0.4,0.8727,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,5,0.7,0.8043,46,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,6,0.1,0.9545,44,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,7,0.5,0.8913,46,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,8,2.0667,0.5263,76,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,9,1.1,0.7101,69,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,10,0.4667,0.8846,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,11,0.7,0.76,50,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,12,0.5667,0.8667,60,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,13,0.1667,0.9773,44,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,14,0.3667,0.9464,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,15,0.6333,0.8393,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,16,0.7667,0.8,60,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,17,1.4333,0.6145,83,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,18,0.5667,0.875,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,19,0.2333,0.9828,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,20,1.0,0.7581,62,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,21,1.2333,0.7656,64,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,22,1.7667,0.4937,79,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,5,23,0.3667,0.8679,53,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,0,1.5667,0.5357,84,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,1,0.4667,0.8571,56,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,2,1.5667,0.6438,73,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,3,1.8667,0.5641,78,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,4,0.4,0.8704,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,5,2.0667,0.5119,84,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,6,0.3333,0.9024,41,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,7,0.4667,0.8525,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,8,1.6,0.6333,60,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,9,0.9667,0.7246,69,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,10,1.1667,0.6901,71,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,11,0.7,0.8475,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,12,0.4,0.9206,63,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,13,1.6,0.6486,74,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,14,0.4667,0.8704,54,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,15,0.1667,0.9818,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,16,0.1,0.9778,45,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,17,1.2,0.6667,69,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,18,0.4667,0.8387,62,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,19,1.2,0.6471,68,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,20,0.9,0.7879,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,21,0.6667,0.8657,67,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,22,1.6,0.5645,62,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,4,23,1.1333,0.6212,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,0,1.4333,0.5625,64,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,1,0.4333,0.8545,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,2,0.0667,0.9804,51,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,3,0.7667,0.8,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,4,0.3,0.875,48,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,5,0.4,0.9394,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,6,1.0333,0.678,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,7,1.5,0.6061,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,8,0.6,0.8364,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,9,0.1333,0.9796,49,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,10,0.9667,0.7759,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,11,0.2333,0.9508,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,12,0.8667,0.7818,55,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,13,1.2,0.7121,66,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,14,0.6,0.7619,42,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,15,0.6333,0.8302,53,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,16,0.4,0.8793,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,17,1.1,0.7288,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,18,0.1333,0.9808,52,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,19,0.8,0.7705,61,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,20,0.9333,0.6897,58,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,21,1.2667,0.6462,65,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,22,0.7333,0.7966,59,STE_Logistic_84
1.0,0.177138167187175,0.0216881787013694,0.000113389232350646,1,23,0.2667,0.9423,52,STE_Logistic_84
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,1,0,1.4,0.5738,61,IMLE_Logistic_None
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,1,1,0.6,0.8302,53,IMLE_Logistic_None
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,1,2,0.7,0.7344,64,IMLE_Logistic_None
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,1,3,1.0333,0.7097,62,IMLE_Logistic_None
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,1,4,0.4667,0.8298,47,IMLE_Logistic_None
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,1,5,0.8667,0.8169,71,IMLE_Logistic_None
27.13959516077541,0.8785929148606203,0.00011373901985660933,0.0016158450337500668,1,6,1.3,0.614,57,IMLE_Logistic_None
